"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"106","LRCX",15.1819028906104,2.69132171052185,1.12530325816006,14.665646,0,34.6985484591335,1.35856626358236,"Lam Research Corporation","2023-05-08 16:00:03",70768967680,35.92,8.439577,134340000,"USD","2022-06-26",3522001000,135731000,4313818000,3966294000,NA,12285235000,NA,1874235000,1419199000,17195632000,1011208000,NA,3010990000,4962459000,1189445000,4564759000,10917266000,137000,18454724000,-19591411000,-109982000,6278366000,4661403000,1515113000,101850000,NA,7414916000,NA,NA,"LRCX"
"107","EQIX",17.5038827181912,1.79799738671314,0.175765531448967,84.00908,0,42.283190031805,1.02648132189741,"Equinix, Inc.","2023-05-08 16:00:04",69212102656,8.81,5.9578032,93514704,"USD","2022-12-31",1906421000,NA,1115102000,NA,283732000,3305255000,348145000,18077484000,1027992000,30310742000,115953000,9847000,587893000,12752247000,797863000,1838298000,18804910000,93000,NA,-5814144000,-5742178000,11505966000,3954100000,5654217000,1897649000,44628000,17320017000,462337000,-134000,"EQIX"
"108","ETN",-20.8801020289855,1.3751572327044,0.487568290779351,26.54375,173.4,-8.13775225676959,1.14681552396182,"Eaton Corporation, PLC","2023-05-08 16:00:02",67714170880,6.4,3.9662862,398512992,"USD","2022-12-31",294000000,261000000,4309000000,3430000000,69000000,8746000000,788000000,3717000000,1482000000,35014000000,3072000000,NA,1894000000,8303000000,2798000000,6360000000,17938000000,4000000,8468000000,-3946000000,-3946000000,17038000000,-3243000000,14796000000,5485000000,330000000,12512000000,NA,38000000,"ETN"
"109","AON",-7.32821777125593,1.02053580222594,0.625448948178553,26.666399,332.76,-45.3766536431558,0.737792203405907,"Aon plc","2023-05-08 16:03:40",67917922304,12.47,-972.30994,204246000,"USD","2022-12-31",647500000,379500000,3109000000,NA,16478000000,20723000000,60000000,1300000000,1882000000,32704000000,2114000000,353000000,17061000000,9825000000,2281000000,20306000000,33133000000,2000000,-2772000000,-4623000000,-4623000000,-529000000,-9268000000,8292000000,447000000,824000000,6864000000,185000000,100000000,"AON"
"110","CL",-13.7523330338739,1.27697302697303,0.342579564489112,42.27749,80.93,-5.87173082857584,0.55264454450322,"Colgate-Palmolive Company","2023-05-08 16:00:01",66987614208,1.91,-11535.714,829568000,"USD","2022-12-31",775000000,175000000,1504000000,2074000000,585000000,5113000000,NA,4785000000,561000000,15731000000,1551000000,14000000,371000000,8697000000,1783000000,4004000000,14925000000,1466000000,24573000000,-29184000000,-4056000000,401000000,-4871000000,3352000000,1920000000,135000000,3546000000,NA,405000000,"CL"
"111","EOG",2.71273059800638,1.90005441683294,0.631328351012536,7.1475,114.83,42.1567848717576,1.22690275299219,"EOG Resources, Inc.","2023-05-08 16:00:02",67218751488,16,2.7123308,587782016,"USD","2022-12-31",5972000000,NA,2871000000,1058000000,574000000,10475000000,NA,30275000000,621000000,41371000000,2532000000,1250000000,1402000000,3613000000,6700000000,5513000000,16592000000,206000000,18472000000,-86000000,-8000000,24779000000,24779000000,NA,NA,33000000,6187000000,NA,NA,"EOG"
"112","CSX",5.3507498997771,1.55766895993525,0.131423498480555,15.627451,0,5.95804338079668,1.14062026282456,"CSX Corporation","2023-05-08 16:00:03",64813633536,2.04,5.258123,2033049984,"USD","2022-12-31",1958000000,129000000,1313000000,341000000,108000000,3849000000,2486000000,34747000000,328000000,41912000000,1130000000,151000000,311000000,17985000000,8314000000,2471000000,29287000000,2066000000,10363000000,186000000,186000000,12615000000,12113000000,319000000,183000000,NA,NA,NA,10000000,"CSX"
"113","HUM",15.2056140962761,1.52421702177203,0.945746794292938,21.733984,540,35.2475089039177,0.817990131009525,"Humana Inc.","2023-05-08 16:03:41",66965524480,24.66,4.0396767,124945000,"USD","2022-12-31",5061000000,13881000000,3674000000,NA,3567000000,26183000000,1129000000,3736000000,1100000000,43055000000,14350000000,1497000000,286000000,9034000000,1017000000,17178000000,27685000000,33000000,25492000000,-13460000000,-1304000000,15311000000,4404000000,9142000000,1765000000,NA,3246000000,NA,59000000,"HUM"
"114","MU",1.38040360528824,2.88910996153336,1.33005617977528,43.478573,0,44.0957970142886,1.56452831020041,"Micron Technology, Inc.","2023-05-08 16:00:04",66615517184,1.4,1.4091257,1094390016,"USD","2022-09-01",8262000000,1069000000,5130000000,6663000000,657000000,21781000000,1647000000,39227000000,1979000000,66283000000,2142000000,NA,4357000000,6020000000,1424000000,7539000000,16376000000,123000000,47274000000,-7687000000,-560000000,49907000000,48258000000,1228000000,421000000,702000000,10197000000,NA,NA,"MU"
"115","CME",-16.497737648686,1.01010113481616,0.94420320848354,23.534855,0,-11.2555770817324,1.0808468712214,"CME Group Inc.","2023-05-08 16:00:03",66796040192,7.89,2.4338744,359715008,"USD","2022-12-31",2720100000,96000000,483200000,NA,135779000000,139078300000,2758300000,837600000,574000000,174175700000,121400000,NA,137492000000,3422400000,5735800000,137687500000,147297000000,3600000,4746800000,-133300000,-133300000,26878700000,-4048800000,10482500000,20445000000,NA,22261600000,NA,NA,"CME"
"116","APD",5.48238114369232,1.81282820705176,0.465738091355206,29.207508,297.73,53.9145255093087,1.0012451328078,"Air Products and Chemicals, Inc","2023-05-08 16:00:01",65643290624,10.12,4.7104383,222083008,"USD","2022-09-30",2711000000,590700000,1941200000,514200000,332300000,6282900000,3434300000,14855200000,1449700000,27192600000,1120700000,548300000,1435900000,7169400000,2255300000,3465800000,13490200000,249400000,16520300000,-4767100000,-2786100000,13144000000,11973500000,823000000,347500000,135700000,1141400000,NA,558400000,"APD"
"117","SLB",42.3150533299363,1.24837743384923,0.59663564781675,17.39179,46.6,1.1014992648215,1.26626393895317,"Schlumberger N.V.","2023-05-08 16:00:01",66434633728,2.68,3.6770277,1425330048,"USD","2022-12-31",1655000000,1239000000,7032000000,3999000000,1078000000,15003000000,3604000000,7145000000,1268000000,43135000000,3921000000,1632000000,4812000000,10594000000,1995000000,12018000000,25146000000,11837000000,10719000000,-4871000000,-3855000000,17685000000,1570000000,12982000000,3133000000,NA,NA,NA,304000000,"SLB"
"118","NOC",-25.9498170757342,1.07775955812549,0.439053545687867,14.325882,442.85,-17.0421237046406,0.719600037426811,"Northrop Grumman Corporation","2023-05-08 16:00:01",67158126592,30.87,4.4396257,151859008,"USD","2022-12-31",2577000000,NA,8344000000,978000000,180000000,12488000000,332000000,10611000000,2424000000,43755000000,2587000000,1072000000,5374000000,11805000000,3227000000,11587000000,28443000000,153000000,15312000000,-153000000,-153000000,15312000000,-2588000000,17516000000,384000000,162000000,NA,306000000,NA,"NOC"
"119","ITW",-27.3943506918239,1.40582959641256,0.508392118705911,22.863,229.28,-8.34588190041715,1.00437069083516,"Illinois Tool Works Inc.","2023-05-08 16:00:02",69691228160,10,22.580742,304820992,"USD","2022-12-31",708000000,NA,3273000000,2054000000,235000000,6270000000,NA,2060000000,1460000000,15422000000,594000000,535000000,1017000000,6173000000,1569000000,4460000000,12333000000,6000000,25799000000,-24218000000,-1841000000,3088000000,-2544000000,4864000000,768000000,494000000,1501000000,NA,1000000,"ITW"
"120","WM",-20.8313477079673,0.808147473827947,0.14492103007795,30.957874,169.25,-8.11421367571589,0.70310235849611,"Waste Management, Inc.","2023-05-08 16:00:01",68764278784,5.46,10.120951,406816992,"USD","2022-12-31",351000000,NA,2752000000,164000000,284000000,3551000000,578000000,16175000000,913000000,31367000000,1766000000,370000000,726000000,14312000000,5079000000,4394000000,24503000000,6000000,13167000000,-11638000000,-69000000,6849000000,-3301000000,9323000000,827000000,NA,5314000000,NA,15000000,"WM"
"121","ICE",-5.03514010132528,1.05212809460284,0.91473216107054,41.397686,107.79,-21.2943428164997,1.20016754644076,"Intercontinental Exchange Inc.","2023-05-08 16:00:02",60028940288,2.59,2.6396515,559867008,"USD","2022-12-31",1799000000,NA,1169000000,NA,153521000000,156947000000,NA,1340000000,1423000000,194338000000,619000000,NA,148119000000,18118000000,4034000000,149171000000,171577000000,6000000,14943000000,-6556000000,-331000000,22706000000,-11922000000,21111000000,13517000000,NA,14313000000,NA,55000000,"ICE"
"122","HCA",-6.15251387568438,1.37780246414866,0.259812229818514,13.993955,277.39,-45.1490258105275,1.02416305363519,"HCA Healthcare, Inc.","2023-05-08 16:00:02",76414222336,19.85,-30.72108,275088992,"USD","2022-12-31",908000000,92000000,8903000000,2068000000,1672000000,13643000000,1204000000,27640000000,298000000,52438000000,4239000000,239000000,596000000,37135000000,3143000000,9902000000,52511000000,3000000,-2280000000,-490000000,-490000000,-2767000000,-12420000000,NA,9653000000,NA,NA,NA,2694000000,"HCA"
"123","ORLY",-29.0154676350898,0.714664465401638,0.368789407871336,27.124355,0,-32.6253585828054,0.772741582272423,"O'Reilly Automotive, Inc.","2023-05-08 16:00:03",57781866496,34.9,-35.557228,61038900,"USD","2022-12-31",108583000,NA,470174000,4359126000,110376000,5048259000,87371000,6536308000,25377000,12627979000,5881157000,NA,383692000,4371653000,446605000,7063817000,13688731000,624000,-2375860000,2996000,2996000,-1060752000,-1991416000,884445000,46219000,NA,1311488000,2600000,NA,"ORLY"
"124","MMM",-20.404087071919,1.54237110154363,0.463563200252485,10.572313,102.6,-5.01566148000986,0.838750417410945,"3M Company","2023-05-08 16:02:50",56458108928,9.68,3.6905878,551672000,"USD","2022-12-31",3655000000,238000000,4635000000,5372000000,353000000,14688000000,967000000,10007000000,3304000000,46455000000,3183000000,1938000000,2139000000,14001000000,7506000000,9523000000,31685000000,9000000,47950000000,-39928000000,-6673000000,14722000000,-2767000000,12790000000,4699000000,959000000,6691000000,NA,48000000,"MMM"
"125","SNPS",43.9897151319495,1.08584252508291,0.780707285009162,61.041046,0,8.45061128547229,0.890264212866602,"Synopsys, Inc.","2023-05-08 16:00:04",56616742912,6.09,10.049471,152302000,"USD","2022-10-31",1417608000,147913000,1056589000,211927000,4104000,3012669000,31900000,1042390000,1102448000,9418087000,37580000,NA,1963440000,20824000,482301000,2774499000,3858897000,1524000,5534307000,-1507232000,-234277000,5515725000,1287045000,3842234000,386446000,670653000,1487126000,96509000,43465000,"SNPS"
"126","CDNS",55.1578232601345,1.26643323123316,0.71354388329561,66.30968,0,3.7267606460225,1.19345043646662,"Cadence Design Systems, Inc.","2023-05-08 16:00:04",56052924416,3.1,19.059805,272684000,"USD","2022-12-31",882325000,4490000,509476000,128005000,69498000,1706767000,119997000,541830000,1039592000,5137071000,NA,NA,NA,648078000,256847000,1347696000,2391958000,2765673000,3895240000,-3915800000,-91637000,2745113000,1016228000,1374268000,354617000,853691000,NA,41700000,NA,"CDNS"
"127","CMG",23.9060695865962,1.27547728554693,0.257888342993424,55.678993,2077,85.0344692603788,0.919953967626467,"Chipotle Mexican Grill, Inc.","2023-05-08 16:03:15",56085647360,36.51,22.608965,27589800,"USD","2022-12-31",384000000,515136000,154621000,35668000,NA,1175837000,399752000,5253549000,76427000,6927504000,184566000,NA,198298000,NA,142439000,921880000,4559481000,373000,4828248000,-4289902000,-7888000,2368023000,2346084000,21939000,NA,NA,1829304000,NA,NA,"CMG"
"128","EW",12.3853669549252,3.02797339593114,1.24539383699413,36.633743,89.3,7.18751359247039,0.767312779655505,"Edwards Lifesciences Corporatio","2023-05-08 16:00:02",53965520896,2.43,9.023822,606217984,"USD","2022-12-31",769000000,446300000,699100000,875500000,195900000,3095800000,1239000000,1725100000,783100000,8292500000,201900000,NA,193500000,596300000,797600000,1022400000,2485800000,646300000,7590000000,-4398900000,-254900000,5806700000,4357200000,1164300000,285200000,484000000,1969300000,NA,NA,"EW"
"129","SHW",-7.0203743291957,0.991108426862617,0.303084871151607,28.33497,234.85,-32.8942572414595,0.848339046544114,"Sherwin-Williams Company (The)","2023-05-08 16:00:01",59554537472,8.15,18.718489,257890000,"USD","2022-12-31",198800000,NA,2607400000,2626500000,475000000,5907700000,587000000,4073800000,440300000,22594000000,2436500000,600000,666500000,9591000000,2427300000,5960700000,19491900000,91200000,3523200000,-512300000,3263300000,3102100000,-8483100000,7583200000,4002000000,NA,NA,NA,NA,"SHW"
"130","ATVI",7.21592932086016,4.07004219409283,1.77751842751843,31.87764,0,10.4704116419885,0.833917932927246,"Activision Blizzard, Inc","2023-05-08 16:00:04",59394314240,2.37,2.948408,786120000,"USD","2022-12-31",7060000000,4981000000,1204000000,NA,1224000000,14469000000,NA,403000000,1499000000,27383000000,324000000,NA,2162000000,3611000000,812000000,3555000000,8140000000,NA,13171000000,-6188000000,-625000000,19243000000,8231000000,9929000000,1083000000,1201000000,12260000000,NA,NA,"ATVI"
"131","KLAC",-24.9009818618228,2.49693617356238,0.640195774280367,15.60928,0,-15.4018023220693,1.25584028422401,"KLA Corporation","2023-05-08 16:00:04",52618563584,24.57,19.626425,137199008,"USD","2022-06-30",1584908000,1123100000,1926624000,2146889000,278448000,7168911000,NA,976373000,937341000,12597088000,443338000,NA,1524788000,6660718000,1584828000,2871083000,11197998000,142000,366882000,-27471000,-27471000,1401351000,-2113112000,2320049000,1194414000,579173000,1061798000,NA,-2261000,"KLAC"
"132","FDX",3.20517546147894,1.42671991032647,0.333551715666203,19.839209,232,71.9866959483115,1.07293120187078,"FedEx Corporation","2023-05-08 16:00:02",57994444800,11.63,2.344817,251352000,"USD","2022-05-31",6897000000,NA,11863000000,637000000,NA,20365000000,NA,54704000000,4080000000,85994000000,4030000000,50000000,NA,19746000000,12112000000,14274000000,61055000000,32000000,32782000000,-11587000000,-1103000000,24939000000,18094000000,6544000000,301000000,1207000000,3712000000,NA,NA,"FDX"
"133","GIS",-4.87130899372462,0.634646317285752,0.250703129232936,19.410368,90.37,-18.4488405547276,0.409977201345259,"General Mills, Inc.","2023-05-08 16:00:02",52785504256,4.63,5.1667247,587353984,"USD","2022-05-29",569400000,249800000,1874900000,1867300000,314900000,5089800000,513800000,3730600000,377500000,31090100000,3982300000,1673400000,465200000,9134400000,2899100000,8019900000,20302100000,75500000,18532600000,-9248600000,-1970500000,10542400000,-10836000000,14378500000,6999900000,NA,1182900000,NA,245600000,"GIS"
"134","FCX",3.4613304952771,2.46067769897557,0.59541606284799,20.087912,36.79,10.5627067803873,1.66101008770967,"Freeport-McMoRan, Inc.","2023-05-08 16:03:05",52401082368,1.82,3.2558556,1433250048,"USD","2022-12-31",8146000000,NA,1795000000,5180000000,492000000,15613000000,262000000,32627000000,2175000000,51093000000,2701000000,1037000000,1443000000,9583000000,10000000000,6345000000,26222000000,161000000,-3907000000,-6021000000,-320000000,15555000000,15139000000,NA,416000000,NA,25322000000,NA,9316000000,"FCX"
"135","CCI",-8.09792936585366,0.445624313438301,0.0386692933401118,30.14767,117.38,-14.3703403848477,0.930809786996065,"Crown Castle Inc.","2023-05-08 16:00:02",50466295808,3.86,6.9921293,433671008,"USD","2022-12-31",156000000,NA,720000000,NA,341000000,1217000000,NA,21933000000,2090000000,38921000000,236000000,819000000,736000000,20664000000,1950000000,2731000000,31472000000,4000000,NA,-10671000000,-10671000000,7449000000,-6232000000,10085000000,3596000000,25000000,18116000000,NA,NA,"CCI"
"136","AZO",-12.9763244600238,0.771737390219567,0.352290820707777,22.222095,2748.12,-208.806426890318,0.679488772675859,"AutoZone, Inc.","2023-05-08 16:00:01",49849303040,121.93,-11.958636,18397700,"USD","2022-08-27",264380000,49768000,504886000,5638004000,170946000,6627984000,62777000,8089236000,192401000,15275043000,7301347000,NA,216668000,6122092000,1048070000,8588393000,18813956000,207000,-1330067000,-3563305000,-300536000,-3538913000,-3841558000,302645000,NA,52047000,1354252000,NA,NA,"AZO"
"137","PXD",2.22593242228002,0.958579881656805,0.282294113190393,7.506186,212.19,95.3982270595886,1.40616930722778,"Pioneer Natural Resources Compa","2023-05-08 16:00:01",49633841152,28.29,2.2728245,233736000,"USD","2022-12-31",1032000000,172000000,2017000000,424000000,81000000,3726000000,NA,31628000000,143000000,35740000000,2587000000,779000000,337000000,4125000000,4450000000,3887000000,13199000000,2000000,5685000000,-1925000000,NA,22541000000,22298000000,243000000,NA,NA,18779000000,NA,NA,"PXD"
"138","MCK",-3.57894201219685,0.953885197870672,0.710262713166385,16.92972,387,-102.980153032801,0.763640287834543,"McKesson Corporation","2023-05-08 16:03:55",50470240256,21.77,-20.557787,136939008,"USD","2022-03-31",3532000000,NA,18583000000,18702000000,4949000000,46231000000,346000000,3640000000,1251000000,63298000000,38086000000,813000000,4799000000,4931000000,10142000000,48466000000,65090000000,2000000,9030000000,-18579000000,-1534000000,-2272000000,-14102000000,9451000000,2379000000,NA,7275000000,NA,480000000,"MCK"
"139","KMB",-20.5351254768713,0.781156258521953,0.331731325998842,24.784246,147,-7.04841131061705,0.503426566367576,"Kimberly-Clark Corporation","2023-05-08 16:03:36",48832528384,5.84,67.921165,337380992,"USD","2022-12-31",427000000,NA,2280000000,2269000000,753000000,5729000000,238000000,8360000000,718000000,17970000000,3813000000,471000000,1307000000,7787000000,1723000000,7334000000,17270000000,473000000,8201000000,-8806000000,-3669000000,547000000,-2378000000,2074000000,851000000,NA,679000000,NA,153000000,"KMB"
"140","DG",13839.7242652885,1.28758622962046,0.322026141389315,20.59925,222,0.0158962703324388,0.576361912626197,"Dollar General Corporation","2023-05-08 16:03:30",48203759616,10.68,8.698059,219108000,"USD","2023-02-03",381576000,NA,135775000,6760733000,NA,7581009000,NA,15906323000,57746000,29083367000,3552991000,NA,NA,7009399000,1281667000,5887768000,23541595000,191718000,1656140000,43000,43000,5541772000,3483000,4338589000,1199700000,NA,3693871000,NA,NA,"DG"
"141","SRE",2.0077792369028,0.597232043640772,0.119875096313719,19.965204,156.7,77.1651080077601,0.752363501370072,"DBA Sempra","2023-05-08 16:03:29",48748879872,7.76,1.8549602,314649984,"USD","2022-12-31",370000000,NA,3497000000,403000000,1374000000,5912000000,15710000000,48437000000,6569000000,78574000000,1994000000,1067000000,2892000000,23563000000,14042000000,9899000000,49318000000,12160000000,14201000000,-135000000,-135000000,26226000000,24280000000,1602000000,344000000,135000000,NA,2588000000,2141000000,"SRE"
"142","MPC",2.40076529156181,1.76033966033966,0.642902749147162,3.3367095,109.06,45.2813953488372,1.34785617269821,"Marathon Petroleum Corporation","2023-05-08 16:00:02",46745300992,32.58,1.7807882,430000000,"USD","2022-12-31",8625000000,3145000000,13477000000,8827000000,1168000000,35242000000,6466000000,36871000000,3081000000,89904000000,15312000000,987000000,2307000000,25183000000,8322000000,20020000000,54817000000,10000000,26142000000,-31839000000,2000000,27715000000,19471000000,8244000000,NA,1000000,33402000000,NA,7372000000,"MPC"
"143","ROP",-6.08829513517556,0.668072601555748,0.176587773005574,47.388832,733.32,-75.2673746622636,1.03844281436972,"Roper Technologies, Inc.","2023-05-08 16:03:31",48845783040,9.67,2.9824858,106592000,"USD","2022-12-31",792800000,NA,877000000,111300000,151300000,1932400000,535000000,281400000,171300000,26980800000,122600000,699200000,1555200000,5962500000,1923800000,2892500000,10943000000,1100000,13730700000,-204200000,-187000000,16037800000,-8022900000,15946100000,8114600000,55900000,2510200000,31700000,NA,"ROP"
"144","EMR",-4.34561927780802,1.09373794522309,0.439450299648688,19.673708,84.07,-19.2894644732237,1.12111247101054,"Emerson Electric Company","2023-05-08 16:03:14",47897415680,4.26,4.782311,571400000,"USD","2022-09-30",1804000000,NA,3979000000,2191000000,532000000,8506000000,NA,3850000000,1930000000,35672000000,2028000000,516000000,1080000000,8259000000,2972000000,7777000000,19356000000,477000000,28053000000,-18223000000,-1485000000,10364000000,-11022000000,14662000000,6724000000,99000000,57000000,NA,5952000000,"EMR"
"145","MCO",-10.1518967435805,1.72378947368421,0.351114922813036,40.846462,311.07,-30.1362397820164,1.2874580139734,"Moody's Corporation","2023-05-08 16:03:32",56139988992,7.49,19.418598,183500000,"USD","2022-12-31",1769000000,90000000,1652000000,NA,229000000,4094000000,604000000,848000000,754000000,14349000000,52000000,NA,1666000000,7628000000,1289000000,2375000000,11660000000,3000000,13618000000,-12156000000,-643000000,2519000000,-5530000000,5839000000,2210000000,266000000,1054000000,171000000,170000000,"MCO"
"146","GD",-16.1942091587744,1.37298741933381,0.637944089408487,17.243044,210.99,-13.0861425405342,0.830738187101431,"General Dynamics Corporation","2023-05-08 16:00:02",58137210880,12.22,3.0230992,274336000,"USD","2022-12-31",1242000000,NA,11803000000,6322000000,1696000000,21063000000,NA,7390000000,974000000,51585000000,3398000000,1253000000,9033000000,9243000000,7103000000,15341000000,33017000000,482000000,37403000000,-22873000000,-2152000000,18568000000,-3590000000,20334000000,1824000000,39000000,3556000000,NA,NA,"GD"
"147","NSC",3.73147337092594,0.757644394110985,0.0767436524931172,15.953775,211.27,55.9348093480935,1.06922467061784,"Norfolk Southern Corporation","2023-05-08 16:03:32",47512850432,12.98,3.703876,227640000,"USD","2022-12-31",456000000,NA,1148000000,253000000,150000000,2007000000,2942000000,32563000000,1373000000,38885000000,1293000000,603000000,382000000,14897000000,8174000000,2649000000,26152000000,230000000,10697000000,-351000000,-351000000,12733000000,12733000000,NA,NA,NA,2157000000,NA,NA,"NSC"
"148","MAR",-3.16590460148965,0.451423899713857,0.136635460056914,21.084124,0,-56.2082613030723,1.1917981972598,"Marriott International","2023-05-08 16:00:04",53981839360,8.44,97.2936,303353984,"USD","2022-12-31",507000000,NA,2571000000,NA,NA,3313000000,335000000,2572000000,976000000,24815000000,746000000,676000000,3346000000,9249000000,6494000000,7339000000,24247000000,5000000,12342000000,-17744000000,-729000000,568000000,-17051000000,8872000000,8747000000,240000000,5965000000,NA,NA,"MAR"
"149","AEP",1.98955757811156,0.646560127407774,0.135819862430963,23.932468,0,46.3118034882225,0.602759707671432,"American Electric Power Company","2023-05-08 16:00:04",47432843264,3.85,1.9816332,514791008,"USD","2022-12-31",509400000,187500000,2669700000,1302100000,4579700000,9418700000,1276700000,71927900000,10793600000,93469400000,2613000000,1996400000,5338800000,33626200000,20433100000,14567400000,69347000000,3413100000,12345600000,83700000,83700000,23893400000,23840900000,52500000,NA,NA,8051000000,5909400000,229000000,"AEP"
"150","EL",-205.099293236769,1.59896818572657,0.642215775659622,67.9901,205.9,-1.54827463379984,0.93802285222135,"Estee Lauder Companies, Inc. (T","2023-05-08 16:00:02",73630646272,3.03,13.158533,231871008,"USD","2022-06-30",3957000000,NA,1629000000,2920000000,191000000,9298000000,NA,4599000000,1064000000,20910000000,1822000000,373000000,669000000,5134000000,1651000000,5815000000,14478000000,6000000,13912000000,-14124000000,-762000000,5590000000,-359000000,2521000000,3428000000,695000000,5796000000,NA,842000000,"EL"
"151","F",1.11209601628047,1.20244461420932,0.547563194291006,-1,12.03,11.0032774204055,1.24141866727991,"Ford Motor Company","2023-05-08 16:03:05",48089255936,-0.5,1.1080384,3929920000,"USD","2022-12-31",14741000000,17443000000,4575000000,14080000000,2624000000,116476000000,2678000000,37983000000,25284000000,255884000000,24507000000,285000000,17213000000,18712000000,25024000000,96866000000,212717000000,42000000,31754000000,-11386000000,-9339000000,43242000000,43242000000,NA,NA,15394000000,22832000000,NA,-75000000,"F"
"152","MSI",-10.5294341189952,1.15241228070175,0.414334148072223,35.6125,288.26,-27.1330343796712,1.03418163112761,"Motorola Solutions, Inc.","2023-05-08 16:03:21",47782572032,8,411.11108,167250000,"USD","2022-12-31",1325000000,NA,2539000000,1055000000,336000000,5255000000,78000000,1412000000,1415000000,12814000000,1207000000,NA,2374000000,6013000000,1691000000,4560000000,12683000000,2000000,1343000000,-2535000000,-2535000000,116000000,-4538000000,3312000000,1342000000,1036000000,1306000000,130000000,15000000,"MSI"
"153","D",2.6312619499303,0.732342007434944,0.128990859327938,52.31481,56.55,21.4725870764828,0.611139831689551,"Dominion Energy, Inc.","2023-05-08 16:03:31",47191683072,1.08,1.8077108,835251008,"USD","2022-12-31",153000000,NA,3357000000,1729000000,3614000000,9850000000,4204000000,63875000000,18151000000,104243000000,1825000000,3365000000,3528000000,39117000000,23177000000,13450000000,76362000000,23605000000,4065000000,-1572000000,-1572000000,26098000000,17935000000,7295000000,868000000,NA,NA,9087000000,NA,"D"
"154","PNC",1.61009583747116,0.030436879762043,0.0266496692742804,8.013013,117.5,72.6602678193271,1.32563045886183,"PNC Financial Services Group, I","2023-05-08 16:00:01",46758793216,14.6,0.95178044,399681984,"USD","2022-12-31",6446000000,420000000,NA,34000000,3233000000,13630000000,147771000000,1857000000,379595000000,557263000000,436282000000,NA,200000000,58713000000,3194000000,447812000000,511451000000,2714000000,53572000000,-28888000000,-10172000000,40028000000,29041000000,10987000000,3423000000,NA,12630000000,NA,38000000,"PNC"
"155","PSA",9.54686671893511,1.53964432546133,0.109018528994493,12.642007,297.88,31.2315712238072,1.02339895028425,"Public Storage","2023-05-08 16:00:01",52420747264,23.52,9.105219,175812000,"USD","2022-12-31",775253000,NA,NA,NA,29904000,805157000,275752000,16037963000,200918000,17552307000,NA,8270000,NA,6862556000,NA,522950000,7385506000,17527000,-110231000,-80317000,-80317000,5723402000,5490885000,165843000,66674000,NA,5896423000,NA,93399000,"PSA"
"156","DXCM",24.1029043708609,1.9946718860436,1.12543329549986,162.40541,0,4.98612100011351,1.18423034735957,"DexCom, Inc.","2023-05-08 16:00:03",46586093568,0.74,20.860962,387636000,"USD","2022-12-31",642300000,1813900000,752200000,374500000,37000000,3668800000,19000000,1135600000,369300000,5391700000,237900000,772600000,67700000,1197700000,68700000,1839300000,3259900000,400000,479900000,-606600000,-11600000,2131800000,1932800000,25700000,173300000,341200000,2258100000,NA,NA,"DXCM"
"157","GM",0.744529386223686,1.10176258322091,0.523856210854589,5.076923,33.63,45.2097681447826,1.25272824329577,"General Motors Company","2023-05-08 16:00:02",46791438336,6.63,0.6743869,1390119936,"USD","2022-12-31",15153000000,12150000000,13333000000,15366000000,4650000000,100451000000,8511000000,46348000000,26197000000,264037000000,27486000000,NA,5530000000,15504000000,23692000000,91173000000,191753000000,14000000,49251000000,-7901000000,-7901000000,67792000000,62847000000,NA,3604000000,20539000000,26428000000,NA,4492000000,"GM"
"158","BIIB",7.84688932606746,2.99168907357614,0.876899791325219,14.302547,0,40.0630086636913,0.837179553280609,"Biogen Inc.","2023-05-08 16:00:04",45502541824,21.98,3.2994332,144742000,"USD","2022-12-31",3419300000,1473500000,2935200000,1344400000,618800000,9791200000,1808400000,3702500000,1652900000,24554100000,491500000,NA,1187500000,6281000000,1278900000,3272800000,11165700000,100000,16466500000,-3142000000,-164900000,13397900000,5798800000,5749000000,1850100000,1226400000,73300000,NA,-9500000,"BIIB"
"159","MNST",14.0863495054358,4.75549063951504,3.75761554621849,51.789474,0,4.19851279105722,0.884530058554392,"Monster Beverage Corporation","2023-05-08 16:00:04",61792448512,1.14,8.779182,1044819968,"USD","2022-12-31",1307141000,1362314000,1015238000,935631000,34750000,4764897000,61443000,554909000,273505000,8293105000,444265000,NA,61326000,NA,236459000,1001978000,1268064000,3209000,9001173000,-6759354000,-159073000,7025041000,4386690000,1417941000,1220410000,177039000,4780013000,NA,NA,"MNST"
