"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","X.ticker."
"1","AAPL",47.4377238680366,0.864629291692654,0.403634768980813,28.350412,170.85,3.6156879938507,"Apple Inc.","2022-08-19 16:00:04",2756463820800,6.05,47.512466,16070800384,"USD","2022-06-25",27502000000,20729000000,42242000000,5433000000,16386000000,112292000000,131077000000,40335000000,52605000000,336309000000,48343000000,14009000000,56539000000,94700000000,53629000000,129873000000,278202000000,62115000000,5289000000,-9297000000,-9297000000,58107000000,58107000000,NA,NA,NA,NA,NA,NA,"AAPL"
"2","MSFT",24.3282616674875,1.78460697082518,0.855702024226165,30.057772,285.19,11.7620402615893,"Microsoft Corporation","2022-08-19 16:00:04",2134075113472,9.52,12.824363,7457889792,"USD","2022-06-30",13931000000,90818000000,44261000000,3742000000,16932000000,169684000000,6891000000,87546000000,21897000000,364840000000,19000000000,2749000000,59384000000,47032000000,30853000000,95082000000,198298000000,86939000000,84281000000,-4678000000,-4678000000,166542000000,87720000000,67524000000,11298000000,13515000000,NA,NA,NA,"MSFT"
"3","AMZN",12.6631590808492,0.952783856412742,0.463596761998571,127.99073,137.65,10.9159175269187,"Amazon.com, Inc.","2022-08-19 16:00:04",1408231931904,1.08,10.712182,10187599872,"USD","2022-06-30",37478000000,23232000000,34597000000,38153000000,207000000,133667000000,3168000000,232136000000,30562000000,419728000000,71219000000,5249000000,12818000000,64853000000,16658000000,140291000000,288326000000,107000000,80043000000,-12619000000,-4782000000,131402000000,111207000000,20195000000,NA,NA,63871000000,NA,NA,"AMZN"
"4","TSLA",25.8659426499346,1.43082351862884,1.01189434451467,109.741066,886,34.4081805958227,"Tesla, Inc.","2022-08-19 16:00:04",929596112896,8.11,25.47005,1044489984,"USD","2022-06-30",18324000000,591000000,2210000000,8108000000,294000000,31222000000,NA,33684000000,3170000000,68513000000,11212000000,1057000000,5457000000,2095000000,4314000000,21821000000,30855000000,1000000,5908000000,-477000000,-477000000,36376000000,35939000000,196000000,241000000,NA,30944000000,1282000000,NA,"TSLA"
"5","GOOGL",6.66899870699239,2.80945007660462,1.72775294188401,22.283268,116.92,38.3744146391177,"Alphabet Inc.","2022-08-19 16:00:04",1534489919488,5.26,6.001536,5996000256,"USD","2022-06-30",17936000000,107061000000,37073000000,1980000000,8321000000,172371000000,30665000000,119621000000,7202000000,355185000000,4409000000,NA,28053000000,12850000000,11981000000,61354000000,99766000000,64402000000,196845000000,-5828000000,-5828000000,255419000000,230093000000,23949000000,1377000000,1490000000,NA,NA,NA,"GOOGL"
"6","GOOG",6.66902889833241,2.80945007660462,1.72775294188401,22.413662,117.88,37.3345784793508,"Alphabet Inc.","2022-08-19 16:00:04",1534496866304,5.27,6.048131,6162999808,"USD","2022-06-30",17936000000,107061000000,37073000000,1980000000,8321000000,172371000000,30665000000,119621000000,7202000000,355185000000,4409000000,NA,28053000000,12850000000,11981000000,61354000000,99766000000,64402000000,196845000000,-5828000000,-5828000000,255419000000,230093000000,23949000000,1377000000,1490000000,NA,NA,NA,"GOOG"
"7","UNH",-22.670137572843,0.725371485264606,0.431674997483981,28.64786,548.55,-24.1868844959607,"UnitedHealth Group Incorporated","2022-08-19 16:00:01",512889192448,19.14,7.0403943,935382976,"USD","2022-06-30",24612000000,3352000000,31157000000,NA,NA,64339000000,42427000000,9421000000,18541000000,230172000000,54123000000,5592000000,28983000000,45799000000,14548000000,88698000000,149045000000,10000000,80540000000,-7730000000,-7730000000,72820000000,-22624000000,84159000000,11285000000,NA,NA,8307000000,NA,"UNH"
"8","NVDA",22.5282157536467,5.3173318950018,1.56547745077281,47.86538,177.04,7.92295345104334,"NVIDIA Corporation","2022-08-19 16:00:04",444797091840,3.729,16.981258,2492000000,"USD","2022-05-01",3887000000,16451000000,5438000000,3163000000,NA,29575000000,285000000,3772000000,5004000000,45212000000,1999000000,NA,3089000000,10947000000,1631000000,5562000000,18892000000,3000000,15758000000,-64000000,-64000000,26320000000,19744000000,4365000000,2211000000,1784000000,10623000000,NA,NA,"NVDA"
"9","JNJ",-2051.3660437235,1.42448852100578,0.629859816311028,24.644833,169.31,-0.0825352421376183,"Johnson & Johnson","2022-08-19 16:00:02",445146431488,6.87,5.829431,2629179904,"USD","2022-07-03",10983000000,21585000000,16139000000,11437000000,NA,63847000000,1861000000,18354000000,17088000000,177724000000,9765000000,NA,1980000000,28292000000,28254000000,44821000000,101367000000,3120000000,126216000000,-52979000000,-13843000000,76357000000,-217000000,34166000000,42408000000,9514000000,NA,NA,NA,"JNJ"
"10","META",4.31661033360428,2.5200072016924,1.2720848859402,14.504318,167.19,45.8518778257662,"Meta Platforms, Inc.","2022-08-19 16:00:04",451400892416,11.58,3.6018186,2280669952,"USD","2022-06-30",12681000000,27808000000,11525000000,NA,228000000,55987000000,6536000000,81718000000,4344000000,169779000000,4008000000,NA,1514000000,NA,6469000000,22217000000,44012000000,NA,69249000000,-3411000000,-3411000000,125767000000,104573000000,20229000000,965000000,NA,59929000000,NA,NA,"META"
"11","XOM",2.21125898874326,1.16293845961803,0.508348520729431,10.293217,94.05,42.5459006241092,"Exxon Mobil Corporation","2022-08-19 16:03:06",392091598848,9.14,2.2112536,4167640064,"USD","2022-06-30",18861000000,NA,48063000000,23585000000,2654000000,93163000000,38626000000,209159000000,26826000000,367774000000,67958000000,NA,4785000000,39516000000,63640000000,80110000000,183266000000,16018000000,407902000000,-246604000000,-15017000000,177316000000,177316000000,NA,NA,NA,NA,7192000000,NA,"XOM"
"12","PG",-20.2907807352124,0.654544904930323,0.307772123830912,25.771084,150.2,-7.37921341242616,"Procter & Gamble Company (The)","2022-08-19 16:03:03",357787336704,5.81,7.8351645,2389550080,"USD","2022-06-30",7214000000,NA,5143000000,6924000000,NA,21653000000,140000000,21955000000,10081000000,117208000000,14882000000,3647000000,3674000000,22848000000,13830000000,33081000000,70354000000,4009000000,112429000000,-136487000000,-13105000000,45746000000,-17633000000,39700000000,23679000000,NA,65795000000,265000000,NA,"PG"
"13","JPM",1.72749959337385,0.55406650684845,0.505847116777224,9.513231,118.63,68.6715039398178,"JP Morgan Chase & Co.","2022-08-19 16:00:02",347890778112,12.47,1.3734139,2932570112,"USD","2022-06-30",641879000000,322137000000,NA,154000000,368626000000,1798373000000,663718000000,40970000000,1278893000000,3841314000000,2763722000000,NA,137891000000,298852000000,2222000000,3245771000000,3555171000000,4105000000,282445000000,-121859000000,-14369000000,253305000000,201384000000,50697000000,8663000000,NA,88614000000,NA,NA,"JPM"
"14","V",-39.2113152537157,1.42651041410212,0.580267190097542,31.343153,212.75,-6.99567566204951,"Visa Inc.","2022-08-19 16:00:02",448499023872,6.79,13.502951,1635010048,"USD","2022-06-30",14047000000,3309000000,3881000000,NA,6272000000,28971000000,2240000000,3146000000,6983000000,85410000000,228000000,3249000000,12423000000,20546000000,9072000000,20309000000,49927000000,NA,14960000000,-1290000000,-1290000000,32632000000,-11438000000,17977000000,26093000000,NA,18962000000,NA,NA,"V"
"15","HD",-45.7771912481286,1.18348063519437,0.435796687304863,19.7371,320.8,-7.01921662631237,"Home Depot, Inc. (The)","2022-08-19 16:00:02",330236657664,16.28,1385.0001,1027750016,"USD","2022-07-31",1259000000,NA,3725000000,26088000000,1869000000,32941000000,NA,31379000000,4054000000,75825000000,14348000000,1218000000,8606000000,39271000000,3052000000,27834000000,75588000000,237000000,NA,NA,NA,237000000,-7214000000,7451000000,NA,NA,NA,NA,NA,"HD"
"16","CVX",2.07310820957613,1.30845326039723,0.495172867452164,10.51968,157.7,76.0645329758752,"Chevron Corporation","2022-08-19 16:03:18",308667154432,14.99,2.010147,1957430016,"USD","2022-06-30",12029000000,341000000,26746000000,7715000000,638000000,51188000000,43557000000,144410000000,14118000000,257936000000,24906000000,NA,2922000000,23005000000,41248000000,39121000000,103374000000,1832000000,177909000000,-44746000000,-3731000000,153554000000,148891000000,4663000000,NA,NA,18559000000,1008000000,11844000000,"CVX"
"17","MA",-68.1464368917197,1.25866776996276,0.507557809736728,35.89463,356.9,-5.24056111522345,"Mastercard Incorporated","2022-08-19 16:00:02",342367698944,9.87,55.573334,958675968,"USD","2022-06-30",5921000000,438000000,3175000000,NA,5677000000,15211000000,1634000000,1950000000,6241000000,36231000000,633000000,735000000,5015000000,13746000000,4138000000,12085000000,29969000000,NA,49599000000,-48591000000,-1232000000,6171000000,-5024000000,7519000000,3676000000,920000000,5163000000,91000000,3964000000,"MA"
"18","PFE",33.4278987571498,1.4230331153765,0.625722261897033,9.451923,49.13,1.47032884096248,"Pfizer, Inc.","2022-08-19 16:03:29",275847020544,5.2,3.1522577,5612349952,"USD","2022-07-03",1780000000,31524000000,17738000000,10454000000,5962000000,67466000000,18962000000,15244000000,14662000000,195290000000,6208000000,1251000000,28882000000,34500000000,25911000000,47410000000,107821000000,476000000,116608000000,-121059000000,-7120000000,87208000000,8252000000,49891000000,29065000000,7002000000,91183000000,261000000,NA,"PFE"
"19","BAC",1.66756540218294,0.359475386141719,0.323390987050781,11.0875,35.4,21.2765270684756,"Bank of America Corporation","2022-08-19 16:00:01",285090316288,3.2,1.1879331,8035239936,"USD","2022-06-30",191602000000,278497000000,77393000000,115000000,127548000000,919235000000,947913000000,20979000000,1154457000000,3111606000000,1984349000000,5489000000,97302000000,270208000000,4563000000,2557157000000,2842488000000,59499000000,197159000000,-16674000000,-16674000000,239984000000,170962000000,69022000000,NA,NA,NA,NA,NA,"BAC"
"20","KO",-25.8969150241661,1.12712483561444,0.338486967205921,29.622726,65.16,-2.51651585447443,"Coca-Cola Company (The)","2022-08-19 16:00:01",281836126208,2.2,12.254607,4324630016,"USD","2022-07-01",8976000000,2643000000,4494000000,3621000000,1255000000,23141000000,19884000000,9462000000,6794000000,93169000000,13895000000,788000000,1490000000,37671000000,10164000000,20531000000,68366000000,1760000000,69970000000,-67306000000,-14801000000,23005000000,-10883000000,18910000000,14978000000,1833000000,18581000000,1798000000,NA,"KO"
"21","LLY",-107.806512665917,1.09568134386643,0.445657268437991,51.478466,322.77,-2.9939748697402,"Eli Lilly and Company","2022-08-19 16:03:11",306687967232,6.27,35.90722,950174976,"USD","2022-06-30",2622900000,113800000,7608400000,3899400000,34700000,17115200000,2983800000,9128200000,6446900000,47063600000,1659300000,2121800000,3012300000,14782400000,8001400000,15620600000,38404400000,594100000,8556000000,-7351400000,-7300900000,8544700000,-2844800000,3891800000,7497700000,2371900000,6746000000,114500000,NA,"LLY"
"22","ABBV",-2.81177822426512,0.84413889130624,0.226462668679668,20.06365,141.85,-50.4485049569324,"AbbVie Inc.","2022-08-19 16:03:19",250804994048,7.07,17.115107,1768099968,"USD","2022-06-30",8521000000,1440000000,11237000000,3396000000,101000000,29100000000,244000000,4958000000,5033000000,143186000000,22108000000,11913000000,435000000,61258000000,32767000000,34473000000,128498000000,18000000,3516000000,-7787000000,-3196000000,14653000000,-89198000000,32028000000,71823000000,NA,18906000000,35000000,NA,"ABBV"
"23","PEP",-14.5536439627744,0.831392572457114,0.304088460143224,27.174961,180.13,-12.3797171178482,"Pepsico, Inc.","2022-08-19 16:00:04",248649007104,6.63,13.411493,1380080000,"USD","2022-06-11",5405000000,287000000,10498000000,5287000000,NA,22633000000,3519000000,22694000000,8619000000,93103000000,21191000000,NA,NA,33247000000,13959000000,27223000000,74429000000,23000000,67763000000,-53203000000,-14416000000,18553000000,-17085000000,18547000000,17091000000,4345000000,3970000000,121000000,NA,"PEP"
"24","COST",12.3014966153846,1.03652064688334,0.761623480006461,43.663784,553.49,45.0782562863579,"Costco Wholesale Corporation","2022-08-19 16:00:05",245636284416,12.7,12.303205,442963008,"USD","2022-05-08",11193000000,638000000,1991000000,17623000000,1563000000,33008000000,NA,26874000000,3970000000,63852000000,17651000000,77000000,8199000000,6507000000,2535000000,31845000000,43339000000,4000000,14294000000,-1602000000,-1602000000,19968000000,19968000000,NA,NA,NA,7272000000,545000000,NA,"COST"
"25","TMO",-13.2895740990145,1.64590342820769,0.376236800532136,31.32251,588,-44.2865939428946,"Thermo Fisher Scientific Inc","2022-08-19 16:00:01",230587400192,18.79,5.4521623,391788992,"USD","2022-07-02",1888000000,NA,8892000000,5668000000,1652000000,18100000000,98000000,8529000000,4208000000,90579000000,2586000000,1010000000,2738000000,29250000000,7861000000,10997000000,48108000000,440000000,39074000000,-13688000000,-2724000000,42293000000,-17351000000,41066000000,18578000000,NA,16467000000,178000000,NA,"TMO"
"26","MRK",-499.495569815846,1.38622237569061,0.503567116672155,14.058015,92.12,-0.184345986231289,"Merck & Company, Inc.","2022-08-19 16:03:22",233264431104,6.55,5.394259,2533280000,"USD","2022-06-30",9675000000,453000000,10983000000,5535000000,5469000000,32116000000,1714000000,20059000000,9496000000,107095000000,4264000000,NA,4223000000,28684000000,11925000000,23168000000,63777000000,1788000000,58437000000,-61097000000,-4327000000,43243000000,-467000000,21213000000,22497000000,NA,44115000000,75000000,NA,"MRK"
"27","AVGO",-6.9665969524168,2.14327062228654,0.291943464290642,27.65658,547.59,-78.7227979286894,"Broadcom Inc.","2022-08-19 16:00:04",222102077440,19.83,10.6216955,404977984,"USD","2022-05-01",9005000000,NA,3083000000,1668000000,365000000,14810000000,NA,2262000000,1803000000,71719000000,1069000000,269000000,4788000000,39135000000,4655000000,6910000000,50729000000,NA,NA,-115000000,-115000000,20963000000,-31881000000,43603000000,9241000000,NA,21078000000,NA,NA,"AVGO"
"28","DIS",-281.158441735558,1.02338457529964,0.319927506719883,70.670586,119.84,-0.427303552090284,"Walt Disney Company (The)","2022-08-19 16:03:15",219022426112,1.7,2.3430521,1823059968,"USD","2022-07-02",12959000000,NA,13685000000,3492000000,1286000000,31422000000,3236000000,33583000000,42554000000,204074000000,20858000000,3862000000,4266000000,46022000000,21490000000,30704000000,98216000000,56087000000,43462000000,-7049000000,-6142000000,92500000000,-779000000,77945000000,15334000000,NA,NA,13358000000,NA,"DIS"
"29","ADBE",-426.879248480687,1.0708192281652,0.64079085973584,42.891525,423.75,-0.995726495726496,"Adobe Inc.","2022-08-19 16:00:04",198925729792,9.91,14.315473,468000000,"USD","2022-06-03",3365000000,1934000000,1588000000,NA,128000000,7908000000,NA,2220000000,1747000000,26326000000,366000000,499000000,4815000000,3627000000,887000000,7385000000,12341000000,NA,26022000000,-21139000000,-195000000,13985000000,-466000000,12801000000,1650000000,882000000,9102000000,NA,NA,"ADBE"
"30","CSCO",-183.331597963636,1.43202028081123,0.677073152741153,17.517986,48.7,-0.265638885669024,"Cisco Systems, Inc.","2022-08-19 16:00:04",201664757760,2.78,5.0544887,4140960000,"USD","2022-07-30",7079000000,12188000000,10527000000,2568000000,4355000000,36717000000,NA,1997000000,14415000000,94002000000,2281000000,NA,18944000000,8416000000,20173000000,25640000000,54229000000,39773000000,NA,NA,NA,39773000000,-1100000000,38304000000,2569000000,4449000000,NA,NA,NA,"CSCO"
"31","ACN",22.452650684262,1.268384803538,0.872288571312902,30.58099,315.24,14.0537183734973,"Accenture plc","2022-08-19 16:00:01",199596228608,10.31,9.322866,632547968,"USD","2022-05-31",6703568000,4322000,12219074000,NA,2080776000,21007740000,331503000,4844114000,7412398000,46095198000,2384352000,8768000,5237389000,51546000,4774848000,16562592000,24083475000,72000,17177358000,-6322618000,-200216000,21389094000,8889651000,12499443000,NA,4013089000,10534282000,622629000,826042000,"ACN"
"32","MCD",-21.5677190594136,1.41355133473176,0.0884486205805357,32.825123,266.47,-12.3582846377972,"McDonald's Corporation","2022-08-19 16:00:01",196098015232,8.12,-30.785402,735716992,"USD","2022-06-30",1872500000,NA,1836700000,43300000,115500000,4919300000,1074000000,36128700000,4403400000,49247800000,739400000,NA,503800000,34637400000,5180700000,3480100000,55617600000,16600000,57785100000,-72550200000,-2246400000,-6369800000,-9092200000,2722400000,NA,NA,8378700000,NA,NA,"MCD"
"33","WMT",7.68004062079542,0.842490915824983,0.521617333531658,27.404001,137.14,17.841052425577,"Walmart Inc.","2022-08-19 16:00:01",375592386560,5,4.832987,2741149952,"USD","2022-07-31",13923000000,NA,7522000000,59921000000,NA,84164000000,NA,114392000000,19979000000,247199000000,54191000000,5316000000,3917000000,29801000000,14092000000,99899000000,161352000000,272000000,82519000000,-9894000000,-9894000000,77569000000,48905000000,28664000000,NA,NA,4672000000,8278000000,NA,"WMT"
"34","ABT",89.4796947372331,2.01387992253066,0.665741876967401,22.977036,110.58,1.22999967985746,"Abbott Laboratories","2022-08-19 16:03:56",192739262464,4.79,5.2819505,1751219968,"USD","2022-06-30",8937000000,353000000,7199000000,5899000000,563000000,24956000000,431000000,8818000000,5661000000,74202000000,4493000000,5000000,1351000000,16836000000,8258000000,12392000000,37486000000,24429000000,34487000000,-22426000000,-8706000000,36490000000,2154000000,22744000000,11592000000,NA,NA,226000000,NA,"ABT"
"35","DHR",-13.9433714056499,1.750794070937,0.375770487146712,34.445232,292.69,-20.9734071548877,"Danaher Corporation","2022-08-19 16:03:23",212734017536,8.49,4.73495,727444992,"USD","2022-07-01",3984000000,NA,4615000000,3257000000,NA,13229000000,15000000,4794000000,3585000000,81806000000,2419000000,10000000,NA,20052000000,6497000000,7556000000,35205000000,9000000,35808000000,-2745000000,-2745000000,44926000000,-15257000000,39276000000,20907000000,NA,11854000000,7000000,NA,"DHR"
"36","CRM",91.5170961041041,1.0257299361777,0.597756691852633,185.62627,183.25,2.00804020100503,"Salesforce, Inc.","2022-08-19 16:00:02",182851158016,0.99,3.1025984,995000000,"USD","2022-04-30",6859000000,6644000000,3952000000,NA,1478000000,20411000000,4936000000,5781000000,5016000000,93022000000,2907000000,1002000000,13636000000,9595000000,1628000000,19899000000,34146000000,1000000,7405000000,-310000000,-310000000,58876000000,1998000000,48319000000,8559000000,2627000000,51780000000,NA,2389000000,"CRM"
"37","VZ",-1.81767000140307,0.761803185437998,0.13260369885781,8.866266,44.37,-24.4378781327802,"Verizon Communications Inc.","2022-08-19 16:00:02",186551107584,5.01,2.1688392,4199709952,"USD","2022-06-30",1857000000,19000000,24606000000,3646000000,3853000000,37499000000,1595000000,128408000000,13997000000,370147000000,20956000000,13293000000,11063000000,137950000000,71586000000,49224000000,282790000000,429000000,76401000000,-4686000000,-666000000,86016000000,-102632000000,28638000000,160010000000,NA,13872000000,1341000000,2309000000,"VZ"
"38","NEE",5.57856739739208,0.534357406509824,0.13374019017758,69.00769,90.02,16.0811894896131,"NextEra Energy, Inc.","2022-08-19 16:00:02",176260415488,1.3,4.8371615,1964780032,"USD","2022-06-30",2861000000,NA,5131000000,1642000000,4698000000,14332000000,14298000000,105393000000,12904000000,151770000000,7592000000,7250000000,8093000000,53382000000,26960000000,26821000000,107163000000,20000000,25169000000,-59000000,-59000000,36439000000,31596000000,4843000000,NA,NA,11309000000,8168000000,4841000000,"NEE"
"39","WFC",1.29566301489884,0.254472418743281,0.232345039142469,10.875299,45.25,35.0013830769025,"Wells Fargo & Company","2022-08-19 16:03:14",172014813184,4.17,1.087843,3793050112,"USD","2022-06-30",209692000000,NA,30683000000,130000000,14812000000,395300000000,459877000000,18225000000,971995000000,1881142000000,1425153000000,6810000000,NA,143456000000,NA,1553410000000,1701349000000,9136000000,184475000000,-95514000000,-10608000000,158121000000,132762000000,25178000000,10567000000,NA,60024000000,2261000000,NA,"WFC"
"40","CMCSA",-2.62004987595352,0.87699836867863,0.139065652646283,12.599349,38.71,-14.7947569261652,"Comcast Corporation","2022-08-19 16:00:04",170704109568,3.07,1.8671559,4403789824,"USD","2022-06-30",6822000000,NA,11956000000,NA,5414000000,24192000000,7598000000,53508000000,25155000000,267032000000,12304000000,2083000000,4535000000,96630000000,49746000000,27585000000,173961000000,53000000,61209000000,-9688000000,-2171000000,91426000000,-65153000000,66486000000,90093000000,NA,39852000000,1645000000,1066000000,"CMCSA"
"41","QCOM",49.112537618963,1.60613745878773,0.613425029058504,13.085107,147.3,3.00534266042571,"QUALCOMM Incorporated","2022-08-19 16:00:04",165754814464,11.28,10.319513,1123000064,"USD","2022-06-26",2676000000,4172000000,3804000000,5418000000,2929000000,18999000000,NA,5038000000,10310000000,47020000000,3752000000,NA,4554000000,13600000000,5543000000,11829000000,30972000000,NA,15830000000,218000000,218000000,16048000000,3375000000,10719000000,1954000000,1778000000,NA,NA,NA,"QCOM"
"42","TXN",16.7105727893864,5.094921875,1.22688364217853,19.30525,176.39,10.559183540814,"Texas Instruments Incorporated","2022-08-19 16:00:04",161223606272,9.14,11.457048,913707008,"USD","2022-06-30",3802000000,4585000000,2190000000,2199000000,NA,13043000000,NA,5931000000,1305000000,24723000000,712000000,499000000,115000000,6745000000,1326000000,2560000000,10631000000,1741000000,48280000000,-38712000000,-180000000,14092000000,9648000000,4362000000,82000000,293000000,2783000000,NA,NA,"TXN"
"43","AMD",35.9216122300557,2.43744341843201,1.09154301467607,41.899563,95.46,2.67109371128401,"Advanced Micro Devices, Inc.","2022-08-19 16:00:04",154893991936,2.29,2.8035882,1614320000,"USD","2022-06-25",4964000000,1028000000,4053000000,2648000000,769000000,13462000000,76000000,1923000000,1184000000,67502000000,1879000000,312000000,258000000,2465000000,3923000000,5523000000,12333000000,16000000,-218000000,-1926000000,-33000000,55169000000,4312000000,24193000000,26664000000,32000000,57297000000,NA,NA,"AMD"
"44","BMY",-6.29891721303258,1.44327038010997,0.445905223351454,25.026579,75.27,-11.9591991688626,"Bristol-Myers Squibb Company","2022-08-19 16:00:02",160849149952,3.01,4.9335256,2135260032,"USD","2022-06-30",10750000000,2516000000,12540000000,2142000000,2238000000,30186000000,1973000000,6810000000,3252000000,100357000000,2882000000,4646000000,4152000000,37116000000,8850000000,20915000000,67696000000,292000000,24217000000,-36284000000,-992000000,32600000000,-25536000000,20446000000,37690000000,1337000000,44375000000,61000000,572000000,"BMY"
"45","LIN",111.144400634361,0.736972866949984,0.305930248337631,44.93343,309.93,2.73293113148389,"Linde plc","2022-08-19 16:03:55",151378673664,6.76,3.8155713,498366016,"USD","2022-06-30",3655000000,NA,4881000000,1786000000,69000000,11272000000,NA,23993000000,4308000000,77885000000,3360000000,1651000000,7069000000,11177000000,10373000000,15295000000,36845000000,1000000,19159000000,-19464000000,-6466000000,39674000000,1362000000,25678000000,12634000000,NA,39978000000,1366000000,NA,"LIN"
"46","PM",-8.61458044178044,0.894339806297756,0.381086686022397,17.174957,100.13,-11.6233163028333,"Philip Morris International Inc","2022-08-19 16:00:02",155217510400,5.83,-17.163181,1550160000,"USD","2022-06-30",5036000000,NA,4593000000,7551000000,1196000000,18376000000,4328000000,5965000000,3317000000,40960000000,3279000000,4149000000,3069000000,22263000000,5328000000,20547000000,48220000000,NA,33755000000,-44964000000,-9043000000,-9044000000,-18018000000,6318000000,2656000000,714000000,2165000000,1784000000,NA,"PM"
"47","UPS",17.8591902781614,1.47493799388591,0.475482995221183,16.741365,208.4,13.8524894013836,"United Parcel Service, Inc.","2022-08-19 16:03:05",181056471040,12.45,11.132297,731854016,"USD","2022-06-30",11735000000,336000000,11746000000,NA,1754000000,25571000000,NA,36923000000,1444000000,70089000000,7168000000,2501000000,1619000000,17710000000,15477000000,17337000000,53779000000,9000000,18958000000,-3251000000,-3239000000,16289000000,10138000000,3675000000,2476000000,158000000,573000000,21000000,NA,"UPS"
"48","UNP",12.4322451134296,0.662445851382872,0.0768606224627875,22.229265,240.29,19.1855938477583,"Union Pacific Corporation","2022-08-19 16:00:02",148950728704,10.73,11.731838,624478976,"USD","2022-06-30",788000000,46000000,2052000000,790000000,300000000,3976000000,2287000000,56292000000,1156000000,64440000000,896000000,2302000000,1443000000,29415000000,14760000000,6002000000,51730000000,2781000000,56958000000,-52059000000,-841000000,12710000000,11981000000,NA,729000000,NA,5030000000,NA,NA,"UNP"
"49","INTC",2.16163139241712,1.85862297009332,0.731040462427746,7.592275,35.29,16.3672679237726,"Intel Corporation","2022-08-19 16:00:05",145270276096,4.66,1.435236,4105999872,"USD","2022-07-02",4390000000,22654000000,6538000000,12174000000,4832000000,50588000000,5929000000,71660000000,8227000000,170418000000,7945000000,2882000000,1239000000,32548000000,9434000000,27218000000,69200000000,29858000000,72985000000,-1625000000,-1625000000,101218000000,67204000000,27587000000,6427000000,NA,NA,NA,NA,"INTC"
"50","NKE",12.0656827853987,2.62935694315005,1.12671725239617,30.918034,113.59,11.6416724893758,"Nike, Inc.","2022-08-19 16:00:01",177498259456,3.66,11.633597,1263650048,"USD","2022-05-31",8574000000,4423000000,4667000000,8420000000,868000000,28213000000,NA,7717000000,3821000000,40321000000,3358000000,500000000,1700000000,8920000000,2613000000,10730000000,25040000000,3000000,3476000000,318000000,318000000,15281000000,14711000000,284000000,286000000,2295000000,11484000000,NA,NA,"NKE"
"51","LOW",-15.7981710798389,1.1129824216832,0.410879692569833,16.590267,211.34,-13.378763866878,"Lowe's Companies, Inc.","2022-08-19 16:03:34",133368160256,12.74,-15.797893,631000000,"USD","2022-07-29",1482000000,450000000,NA,19329000000,1406000000,22667000000,56000000,22871000000,1131000000,46725000000,12631000000,121000000,5735000000,28763000000,1969000000,20366000000,55167000000,316000000,-8895000000,137000000,137000000,-8442000000,-8442000000,NA,NA,104000000,NA,NA,NA,"LOW"
"52","RTX",-6.58986135346681,1.09722663279348,0.476634976836152,31.661016,93.43,-14.1732874686374,"Raytheon Technologies Corporati","2022-08-19 16:00:01",137906028544,2.95,1.9613197,1476509952,"USD","2022-06-30",4767000000,NA,22230000000,10142000000,4323000000,41462000000,NA,16607000000,6905000000,159017000000,9732000000,26000000,13797000000,31274000000,16334000000,37788000000,86989000000,37673000000,50271000000,-17503000000,-2964000000,70441000000,-20927000000,53806000000,37562000000,NA,NA,1587000000,NA,"RTX"
"53","HON",-40.2696806642942,1.19551812302602,0.541226935385034,27.497953,201.94,-5.00525438899654,"Honeywell International Inc.","2022-08-19 16:00:04",135789363200,7.33,7.741291,673692032,"USD","2022-06-30",8248000000,411000000,7919000000,5576000000,1693000000,23847000000,797000000,6250000000,10451000000,62258000000,6245000000,3035000000,236000000,12389000000,10825000000,19947000000,44061000000,958000000,43883000000,-35697000000,-2883000000,17541000000,-3372000000,17528000000,3385000000,491000000,8397000000,656000000,NA,"HON"
"54","CVS",-4.33499291041224,0.9077523116701,0.401504138318699,16.946255,104.07,-24.0023469543754,"CVS Health Corporation","2022-08-19 16:00:02",136599961600,6.14,1.815723,1312829952,"USD","2022-06-30",12116000000,2877000000,27233000000,17375000000,2541000000,62142000000,21124000000,31326000000,8992000000,230279000000,13238000000,4019000000,21298000000,49390000000,18017000000,68457000000,154773000000,18000000,58710000000,-31400000000,-1017000000,75184000000,-31511000000,78560000000,28135000000,NA,47856000000,322000000,NA,"CVS"
"55","COP",2.66615625767898,1.54387688277669,0.433652939688671,8.674917,105.11,39.4350481677881,"ConocoPhillips","2022-08-19 16:00:02",133846376448,12.12,2.6661594,1273030016,"USD","2022-06-30",6909000000,1272000000,8153000000,1234000000,NA,18860000000,8203000000,64008000000,2622000000,93693000000,5845000000,676000000,4583000000,15011000000,14980000000,12216000000,43491000000,21000000,49093000000,-59957000000,-5313000000,50202000000,50202000000,NA,NA,NA,61045000000,NA,NA,"COP"
