"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","(ticker)"
"253","ANET",2022-08-19 16:00:02,"Arista Networks, Inc.",132.74,39949000704,2.91,44.67354,9.880672,307300000,"USD","2022-06-30",493246000,2408656000,585786000,950909000,266291000,4729195000,38263000,153692000,489065000,5824545000,275093000,NA,805887000,NA,488934000,1278026000,1818753000,30000,2408294000,-41319000,-41319000,4005792000,3591462000,273494000,140836000,442455000,1638787000,NA,NA,"ANET"
"254","FRC",2022-08-19 16:04:19,"FIRST REPUBLIC BANK",163.92,29881210880,8.11,20.165228,2.3010468,182715008,"USD","2022-06-30",6.237e+09,NA,NA,NA,NA,6.237e+09,3.2475e+10,4.74e+08,1.58502e+11,1.97908e+11,1.65647e+11,NA,NA,5.978e+09,3.557e+09,1.71947e+11,1.81482e+11,2e+06,7.236e+09,-2.27e+08,-2.27e+08,1.2793e+10,1.2573e+10,NA,2.2e+08,NA,5.782e+09,NA,NA,"FRC"
"255","ROK",2022-08-19 16:03:36,"Rockwell Automation, Inc.",253.43,29044600832,5.73,43.910995,12.146271,115435000,"USD","2022-06-30",482900000,6200000,1702200000,989100000,311900000,3492300000,1.201e+09,9.08e+08,680100000,10799900000,989200000,NA,1.22e+09,3464100000,1089100000,3281200000,8114300000,181400000,8072800000,-7848900000,-957500000,2391200000,-2127300000,3582200000,936300000,367300000,1985900000,294400000,NA,"ROK"
"256","KDP",2022-08-19 16:00:04,"Keurig Dr Pepper Inc.",39.95,56586158080,1.52,26.289473,2.2285428,1416070016,"USD","2022-06-30",5.52e+08,NA,1.471e+09,1.319e+09,4.03e+08,3.771e+09,1.67e+08,3.275e+09,2.78e+08,5.1428e+10,4.95e+09,1.7e+07,5.03e+08,1.1675e+10,6.217e+09,6.761e+09,2.6037e+10,1.4e+07,3.471e+09,2.05e+08,2.05e+08,2.5391e+10,-1.8546e+10,2.0163e+10,2.3774e+10,3.7e+07,2.1701e+10,NA,NA,"KDP"
"257","WBD",2022-08-19 16:00:04,"Warner Bros. Discovery, Inc. - ",13.65,33330808832,1.81,7.585635,0.6487738,2427589888,"USD","2022-06-30",2.575e+09,1.4e+07,7.061e+09,1.39e+08,1.401e+09,1.5449e+10,1.846e+09,8.515e+09,3.313e+09,1.4224e+11,1.397e+09,1.097e+09,3.116e+09,5.1388e+10,2.0585e+10,1.4436e+10,8.9293e+10,2.7e+07,6.614e+09,-9.697e+09,-1.453e+09,5.1383e+10,-6.1734e+10,3.4273e+10,7.8844e+10,NA,5.4439e+10,1.564e+09,NA,"WBD"
"258","APTV",2022-08-19 16:00:02,"Aptiv PLC",107,28114716672,0.4,259.425,3.4713812,270932992,"USD","2022-06-30",4.67e+09,NA,3.411e+09,2.362e+09,4.7e+07,1.0558e+10,1.949e+09,3.625e+09,5.08e+08,1.9908e+10,2.749e+09,1.7e+07,2.97e+08,6.414e+09,8.4e+08,4.019e+09,1.1626e+10,3e+06,5.089e+09,-9.42e+08,-9.42e+08,8.099e+09,4.831e+09,2.392e+09,8.76e+08,1.58e+08,3.949e+09,1.83e+08,5.9e+07,"APTV"
"259","AWK",2022-08-19 16:00:02,"American Water Works Company, I",157.82,28687648768,7.15,22.071327,3.7895923,181786000,"USD","2022-06-30",7.1e+07,2.5e+07,667500000,8.5e+07,169500000,1.018e+09,NA,2.2193e+10,2.22e+09,2.6574e+10,1.96e+08,1.78e+08,243500000,1.1025e+10,6.171e+09,1.728e+09,1.9004e+10,2e+06,1.181e+09,-4.17e+08,-4e+07,7.57e+09,6.427e+09,1.143e+09,NA,NA,6.804e+09,NA,1.053e+09,"AWK"
"260","OKE",2022-08-19 16:00:02,"ONEOK, Inc.",64,28576825344,3.52,18.167614,4.6733413,446862016,"USD","2022-06-30",135774000,NA,1778687000,773904000,313911000,3026499000,801315000,19601219000,339690000,24526804000,1923761000,921269000,562430000,12872692000,1813438000,3654833000,18412175000,4749000,NA,-1080577000,-366755000,6114629000,5356548000,NA,758081000,NA,7190457000,NA,NA,"OKE"
"261","EXR",2022-08-19 16:03:52,"Extra Space Storage Inc",212.73,29721374720,6.64,31.875,8.850464,133912000,"USD","2022-06-30",58729000,NA,476337000,NA,47793000,614195000,844771000,9402291000,6699000,11038767000,171918000,NA,65377000,6387640000,282200000,237295000,7145527000,1339000,-159091000,25555000,25555000,3202120000,3031309000,170811000,NA,NA,3334317000,691120000,6699000,"EXR"
"262","ODFL",2022-08-19 16:00:04,"Old Dominion Freight Line, Inc.",297.72,33201350656,10.78,27.554733,9.375671,111774000,"USD","2022-06-30",196134000,224391000,701367000,NA,NA,1209090000,NA,3378732000,206045000,4793867000,136480000,2e+07,49877000,79955000,529905000,628178000,1238038000,11224000,3307614000,NA,NA,3555829000,3555829000,NA,NA,NA,236991000,NA,NA,"ODFL"
"263","CBRE",2022-08-19 16:03:27,"CBRE Group Inc",84.92,27273840640,5.86,14.4914665,3.29058,321171008,"USD","2022-06-30",1192783000,NA,5488296000,NA,1840728000,8872216000,1201745000,1912255000,1400996000,20438672000,2735199000,NA,705758000,1503494000,1260742000,7623793000,11543688000,3221000,9084358000,-951569000,-951569000,8136010000,1084550000,4794847000,2256613000,157997000,NA,758974000,NA,"CBRE"
"264","GLW",2022-08-19 16:03:10,"Corning Incorporated",36.75,30592057344,2.34,15.465812,2.5414326,845318016,"USD","2022-06-30",1.629e+09,NA,1.786e+09,2.835e+09,1.633e+09,7.883e+09,NA,1.535e+10,3.008e+09,2.9718e+10,1.934e+09,1.21e+08,9.7e+08,6.677e+09,4.851e+09,5.53e+09,1.7736e+10,9.1e+08,1.6837e+10,-2.2603e+10,-2.094e+09,1.1734e+10,8.257e+09,2.389e+09,1.088e+09,9.82e+08,1.659e+10,2.48e+08,NA,"GLW"
"265","CPRT",2022-08-19 16:00:04,"Copart, Inc.",128.27,30479185920,4.42,29.013575,7.0000005,237672992,"USD","2022-04-30",1454818000,224889000,135392000,56988000,566131000,2457426000,NA,2499455000,73779000,5443874000,398414000,NA,27994000,402733000,139382000,449095000,1090820000,24000,3693726000,-152596000,-152596000,4353054000,3939840000,3.48e+08,65214000,NA,811900000,NA,NA,"CPRT"
"266","WY",2022-08-19 16:00:01,"Weyerhaeuser Company",36.23,26799403008,3.28,11.036586,2.4825127,740315008,"USD","2022-06-30",1.723e+09,NA,5.53e+08,5.71e+08,1.65e+08,3.012e+09,NA,1.4187e+10,3.81e+08,1.758e+10,2.83e+08,NA,1.19e+08,5.053e+09,7.7e+08,9.41e+08,6.764e+09,9.27e+08,2.333e+09,7.556e+09,7.556e+09,1.0816e+10,1.0816e+10,NA,NA,1.1e+07,NA,NA,NA,"WY"
"267","WBA",2022-08-19 16:00:04,"Walgreens Boots Alliance, Inc.",38.43,33031905280,5.9,6.4779663,1.2582302,864257024,"USD","2022-05-31",2.285e+09,2.173e+09,5.034e+09,8.52e+09,8.6e+08,1.8872e+10,5.816e+09,3.3158e+10,1.429e+09,9.2759e+10,1.1794e+10,2.729e+09,8e+07,1.067e+10,4.396e+09,2.4067e+10,6.1602e+10,1.2e+07,3.8632e+10,-2.342e+10,-2.724e+09,2.6253e+10,-7.231e+09,2.1901e+10,1.1583e+10,NA,1.1029e+10,4.904e+09,NA,"WBA"
"268","EBAY",2022-08-19 16:00:05,"eBay Inc.",47.02,25858752512,18.498,2.5445995,4.928796,549368000,"USD","2022-06-30",1.742e+09,1.483e+09,8.27e+08,NA,8.91e+08,5.067e+09,5.065e+09,1.714e+09,3.694e+09,1.9653e+10,2.49e+08,1.149e+09,1.352e+09,6.579e+09,3.411e+09,3.972e+09,1.441e+10,2e+06,3.396e+10,-4.5778e+10,3.23e+08,5.243e+09,1.13e+09,4.113e+09,NA,3.227e+09,1.7059e+10,NA,NA,"EBAY"
"269","EIX",2022-08-19 16:00:02,"Edison International",71.87,27287646208,1.33,53.789474,1.9776089,381432000,"USD","2022-06-30",1.22e+08,NA,2.643e+09,4.38e+08,2.4e+09,5.653e+09,5.8e+07,5.3446e+10,1.5888e+10,7.5045e+10,2.08e+09,2.175e+09,2.415e+09,2.5143e+10,2.1821e+10,9.262e+09,5.737e+10,6.129e+09,7.716e+09,-4.8e+07,-4.8e+07,1.3797e+10,1.3797e+10,NA,NA,NA,NA,1.901e+09,7.854e+09,"EIX"
"270","KHC",2022-08-19 16:00:04,"The Kraft Heinz Company",38.5,47216201728,1.23,31.325201,0.9672884,1225440000,"USD","2022-06-25",1.518e+09,NA,2.145e+09,3.433e+09,8.51e+08,8.138e+09,NA,6.568e+09,2.834e+09,9.1676e+10,4.778e+09,1.147e+09,1.781e+09,1.9724e+10,1.3831e+10,9.119e+09,4.2674e+10,1.2e+07,-6.4e+08,-3.096e+09,-2.41e+09,4.8796e+10,-2.534e+10,3.1176e+10,4.296e+10,NA,5.252e+10,2.06e+08,NA,"KHC"
"271","STT",2022-08-19 16:03:22,"State Street Corporation",74.5,26564151296,7.23,9.994468,1.1165708,367619008,"USD","2022-06-30",3.515e+09,9.6563e+10,3.68e+09,NA,4.026e+09,1.18693e+11,1.12971e+11,2.741e+09,5.6699e+10,3.00223e+11,2.41913e+11,NA,NA,1.353e+10,NA,2.60926e+11,2.74456e+11,5.04e+08,2.6115e+10,-2.828e+09,7.07e+09,2.3791e+10,1.4672e+10,7.465e+09,1.654e+09,1.027e+09,NA,NA,NA,"STT"
"272","EQR",2022-08-19 16:00:02,"Equity Residential",84.57,30612031488,3.21,24.442368,2.7191129,376118016,"USD","2022-06-30",45010000,NA,22909000,NA,73641000,141560000,169272000,19969914000,293599000,20574345000,119402000,1259000,242667000,7783097000,360555000,617311000,9071476000,3761000,1649960000,-30650000,-30650000,10852809000,10852809000,NA,NA,NA,9229738000,612780000,NA,"EQR"
"273","HAL",2022-08-19 16:00:02,"Halliburton Company",29.5,26655084544,1.59,18.484276,3.73871,906944000,"USD","2022-06-30",2.226e+09,NA,4.39e+09,2.654e+09,9.92e+08,1.0262e+10,NA,5.059e+09,4.296e+09,2.2445e+10,2.794e+09,NA,8.95e+08,8.525e+09,1.22e+09,4.766e+09,1.5297e+10,2.665e+09,9.617e+09,-5.152e+09,-1.79e+08,7.13e+09,4.302e+09,2.828e+09,NA,2.703e+09,NA,1.8e+07,NA,"HAL"
"274","SIVB",2022-08-19 16:00:04,"SVB Financial Group",435.39,25723842560,24.43,17.821941,2.0961034,59082300,"USD","2022-06-30",7.027e+09,5.44e+08,6e+07,1e+06,8.366e+09,1.6703e+10,1.25055e+11,5.99e+08,7.1509e+10,2.14389e+11,1.87945e+11,NA,NA,3.367e+09,1.853e+09,1.92516e+11,1.98113e+11,NA,8.247e+09,-1.198e+09,-1.198e+09,1.2272e+10,1.1749e+10,3.75e+08,1.48e+08,5.46e+08,5.223e+09,3.58e+08,NA,"SIVB"
"275","CEG",2022-08-19 16:00:04,"Constellation Energy Corporatio",80.92,26422147072,1.97,41.03553,2.403163,326844992,"USD","2022-06-30",8.06e+08,8e+06,2.616e+09,1.383e+09,3.277e+09,8.09e+09,2.11e+08,1.9739e+10,1.7104e+10,4.5333e+10,2.16e+09,1.84e+08,2.907e+09,4.507e+09,2.3559e+10,5.878e+09,3.3944e+10,1.3241e+10,-2.49e+08,-1.992e+09,-1.992e+09,1.1e+10,1.0811e+10,NA,1.89e+08,3.4e+07,NA,3.89e+08,NA,"CEG"
"276","DTE",2022-08-19 16:03:27,"DTE Energy Company",136.23,26375219200,4.07,33.44963,3.076193,193736000,"USD","2022-06-30",6.7e+07,NA,2.158e+09,8.55e+08,1.013e+09,4.093e+09,3.29e+08,2.7829e+10,6.899e+09,4.1314e+10,1.745e+09,2.662e+09,1.498e+09,1.5593e+10,1.0161e+10,6.895e+09,3.2735e+10,5.323e+09,3.355e+09,-1.04e+08,-1.04e+08,8.574e+09,6.41e+09,1.993e+09,1.71e+08,NA,NA,5e+06,3.713e+09,"DTE"
"277","IT",2022-08-19 16:03:32,"Gartner, Inc.",312.89,24359342080,8.69,35.44074,-171.38565,79093904,"USD","2022-06-30",360473000,NA,1198662000,NA,316157000,1981282000,NA,731866000,288821000,6590594000,683682000,6868000,2396415000,2457190000,451212000,3178382000,6733461000,82000,3426467000,-5706100000,-104516000,-142867000,-3731492000,2943257000,645368000,NA,2136684000,NA,NA,"IT"
"278","EFX",2022-08-19 16:00:02,"Equifax, Inc.",235,25543655424,6.06,34.437294,6.7130957,122400000,"USD","2022-06-30",223600000,NA,892900000,NA,82900000,1353300000,54100000,1433900000,218900000,11221200000,190400000,NA,447800000,4073500000,693500000,2633200000,7400200000,236600000,5078100000,-3072900000,-420300000,3.805e+09,-4.356e+09,6238700000,1922300000,NA,1563200000,1.6e+07,NA,"EFX"
"279","GWW",2022-08-19 16:00:02,"W.W. Grainger, Inc.",594.59,29704200192,25.34,23.043015,13.516435,50871200,"USD","2022-06-30",2.62e+08,NA,2.099e+09,1.99e+09,NA,4.513e+09,NA,1.775e+09,1.6e+08,7.049e+09,1.054e+09,1.7e+07,3.2e+07,2.332e+09,2.2e+08,1.75e+09,4.584e+09,5.5e+07,1.0066e+10,-9.207e+09,-1.65e+08,2.201e+09,1.6e+09,3.74e+08,2.27e+08,NA,1.287e+09,2.64e+08,NA,"GWW"
"280","FITB",2022-08-19 16:00:04,"Fifth Third Bancorp",36.54,25073383424,3.3,11.072728,1.4876033,686190016,"USD","2022-06-30",3.437e+09,NA,NA,2e+07,3.018e+09,1.0903e+10,6.1596e+10,3.163e+09,1.24418e+11,2.06782e+11,1.61174e+11,NA,1.513e+09,1.0836e+10,1.427e+09,1.75405e+11,1.87812e+11,2.051e+09,2.0818e+10,-9.651e+09,-2.644e+09,1.6854e+10,1.1734e+10,4.926e+09,1.776e+09,NA,3.636e+09,NA,NA,"FITB"
"281","EPAM",2022-08-19 16:03:18,"EPAM Systems, Inc.",442.49,25387941888,5.98,74.00501,9.678936,57367400,"USD","2022-06-30",1293518000,60098000,929217000,NA,227000,2359678000,27500000,370845000,195642000,3563964000,22488000,NA,96121000,30221000,94143000,684703000,939958000,57000,1937855000,-76534000,-76357000,2622353000,2012054000,521267000,89032000,172807000,760975000,1653000,NA,"EPAM"
"282","CDW",2022-08-19 16:00:04,"CDW Corporation",188.62,25475725312,7.53,25.015934,23.022488,135243008,"USD","2022-06-30",541600000,NA,5211400000,1020100000,NA,7039800000,NA,349200000,337900000,13653100000,3315600000,105500000,918500000,6481400000,470600000,5415600000,12546900000,1400000,-2197700000,-139300000,-139300000,1106200000,-4.82e+09,4369600000,1556600000,NA,3441800000,NA,NA,"CDW"
"283","DHI",2022-08-19 16:00:02,"D.R. Horton, Inc.",74.77,25810886656,15.53,4.7830005,1.4285439,347480992,"USD","2022-06-30",1529400000,NA,294900000,21698900000,1714500000,27620200000,102100000,5.2e+08,198600000,28869900000,1507300000,410700000,933700000,4219600000,1071800000,5.099e+09,10434400000,4e+06,17631600000,-2890800000,NA,18062500000,17637500000,163500000,261500000,157400000,3317700000,3.73e+08,NA,"DHI"
"284","AEE",2022-08-19 16:00:01,"Ameren Corporation",98.7,25152417792,3.9,24.961538,2.5460963,258371008,"USD","2022-06-30",7e+06,NA,1e+09,6e+08,7.89e+08,2.396e+09,3.09e+08,3.0086e+10,3.906e+09,3.7108e+10,8.97e+08,6.05e+08,1.065e+09,1.2985e+10,1.0526e+10,3.588e+09,2.7099e+10,3e+06,3.336e+09,1.4e+07,1.4e+07,9.88e+09,9.469e+09,4.11e+08,NA,NA,6.527e+09,1.29e+08,1.487e+09,"AEE"
"285","CTRA",2022-08-19 16:03:22,"Coterra Energy Inc.",30.66,24106528768,4.17,7.2661867,1.9778068,795595008,"USD","2022-06-30",1.059e+09,NA,1.695e+09,4.6e+07,3.2e+07,2.832e+09,NA,1.7702e+10,1.13e+08,2.0647e+10,1.044e+09,1.24e+08,1.7e+08,2.981e+09,3.658e+09,1.57e+09,8.445e+09,8.9e+07,3.46e+09,-2.334e+09,5e+06,1.2191e+10,1.2191e+10,NA,NA,NA,1.0976e+10,NA,4e+06,"CTRA"
"286","ARE",2022-08-19 16:00:01,"Alexandria Real Estate Equities",163.65,26620858368,1.82,89.64285,1.5369035,163168000,"USD","2022-06-30",420258000,NA,967610000,NA,153144000,1541012000,1695048000,28695708000,629027000,33244053000,428504000,28000,192571000,10271378000,1476901000,633305000,12781917000,1615000,NA,-11851000,-11851000,17139335000,16456077000,NA,683258000,NA,17149571000,3322801000,515316000,"ARE"
"287","WTW",2022-08-19 16:00:05,"Willis Towers Watson Public Lim",218.64,23781246976,13.89,15.569473,2.3033092,109966000,"USD","2022-06-30",1.92e+09,NA,2.209e+09,NA,1.2138e+10,1.637e+10,NA,1.365e+09,2.208e+09,3.2509e+10,9e+08,NA,1.3021e+10,4.72e+09,2.035e+09,1.4692e+10,2.2092e+10,NA,1.971e+09,-2.489e+09,-2.486e+09,1.0337e+10,-2.229e+09,1.0158e+10,2.408e+09,NA,1.0855e+10,8e+07,NA,"WTW"
"288","DRE",2022-08-19 16:00:02,"Duke Realty Corporation",63.7,24681611264,2.48,25.600807,3.8777258,384992992,"USD","2022-06-30",44195000,NA,243333000,NA,17703000,305231000,207977000,9256175000,1188899000,10958282000,123428000,NA,NA,3888680000,347814000,233922000,4550529000,3848000,60571000,-26233000,-26233000,6300820000,6300820000,NA,NA,NA,6262634000,106933000,341923000,"DRE"
"289","ETR",2022-08-19 16:00:02,"Entergy Corporation",122.01,24745799680,6.04,20.140728,2.1130064,203418000,"USD","2022-06-30",579889000,NA,1562488000,1232758000,1220617000,4795411000,445181000,41572306000,10637509000,57827579000,1935286000,909030000,1058313000,24543896000,15704087000,5541615000,45789598000,2720000,10266189000,-5308198000,-324038000,11711079000,11333907000,377172000,NA,87600000,6750368000,326902000,6130081000,"ETR"
"290","FTV",2022-08-19 16:03:41,"Fortive Corporation",68.98,24030887936,1.82,37.120876,2.5437703,355696992,"USD","2022-07-01",682900000,NA,940900000,547700000,NA,2445300000,NA,407600000,481300000,16070900000,581700000,999900000,479800000,2682200000,1.328e+09,2611300000,6621500000,3600000,6374500000,-5.85e+08,-342100000,9444300000,-3292400000,9058200000,3678500000,NA,3651200000,5100000,NA,"FTV"
"291","ANSS",2022-08-19 16:00:04,"ANSYS, Inc.",272.11,23649601536,5.06,53.67984,5.3081884,87068704,"USD","2022-06-30",517303000,332000,743604000,NA,NA,1327225000,1714000,206897000,244519000,6118580000,17304000,NA,377925000,753402000,176367000,624699000,1665825000,953000,4429008000,-1427755000,-126847000,4452755000,114530000,3566968000,771257000,19892000,1450549000,NA,NA,"ANSS"
"292","TSN",2022-08-19 16:00:01,"Tyson Foods, Inc.",82.5,29399506944,11.13,7.3450136,1.518952,289616992,"USD","2022-07-02",1.056e+09,NA,2.518e+09,5.332e+09,3.97e+08,9.303e+09,1.03e+08,8.393e+09,1.59e+09,3.6245e+10,2.306e+09,6.7e+07,1.43e+09,8.261e+09,3.813e+09,4.682e+09,1.6756e+10,4.5e+07,1.9708e+10,-4.934e+09,-2.55e+08,1.9355e+10,2.499e+09,1.0531e+10,6.325e+09,NA,4.536e+09,1.34e+08,NA,"TSN"
"293","LYB",2022-08-19 16:03:47,"LyondellBasell Industries NV",89.55,29117149184,16.69,5.3481126,2.3883553,326206016,"USD","2022-06-30",1.057e+09,NA,5.407e+09,5.097e+09,1.6e+08,1.2845e+10,4.544e+09,1.6604e+10,6.17e+08,3.7024e+10,4.806e+09,1.7e+07,5.2e+08,1.1219e+10,4.223e+09,7.653e+09,2.4664e+10,1.9e+07,9.05e+09,-2.916e+09,-1.716e+09,1.223e+10,9.816e+09,1.793e+09,6.21e+08,NA,6.077e+09,1.3e+08,NA,"LYB"
"294","ZBH",2022-08-19 16:03:50,"Zimmer Biomet Holdings, Inc.",114.05,23757920256,1.38,82.05073,1.9584205,209820000,"USD","2022-06-30",386400000,NA,1282100000,2122700000,98500000,4462900000,10800000,1796600000,1009100000,21452700000,307100000,853400000,1069900000,5299600000,1564900000,2463600000,9328100000,3100000,9606500000,-6.91e+09,-192500000,12118400000,-2054900000,8868900000,5304400000,NA,9418800000,6200000,NA,"ZBH"
"295","WST",2022-08-19 16:03:55,"West Pharmaceutical Services, I",328.7,23659816960,8.97,35.620956,9.752762,74048000,"USD","2022-06-30",718500000,NA,528400000,411600000,112600000,1771100000,193300000,1154300000,116400000,3361700000,2.2e+08,44200000,209400000,207800000,94200000,565100000,937300000,18800000,2792500000,-612200000,-245900000,2424400000,2297800000,106600000,2e+07,49400000,225300000,NA,NA,"WST"
"296","VMC",2022-08-19 16:00:02,"Vulcan Materials Company (Holdi",175.3,23345389568,4.56,38.52193,3.4733949,132901000,"USD","2022-06-30",120700000,NA,1111600000,524200000,1.43e+08,1899500000,33100000,6435800000,294700000,14181500000,4.41e+08,5e+05,330900000,3873700000,1840300000,1029300000,7437300000,132900000,3921400000,-150500000,-150500000,6721100000,1202700000,3742400000,1.776e+09,NA,2817300000,23100000,NA,"VMC"
"297","FE",2022-08-19 16:03:40,"FirstEnergy Corp.",41.26,23581472768,2.38,17.340336,2.1717625,571395008,"USD","2022-06-30",4.78e+08,NA,1.388e+09,3.04e+08,1.07e+08,2.539e+09,3.63e+08,3.5367e+10,1.233e+09,4.512e+10,1.182e+09,3.53e+08,1.304e+09,2.0763e+10,9.673e+09,3.37e+09,3.3806e+10,5.7e+07,-1.13e+09,-1.2e+07,-1.2e+07,1.0858e+10,5.24e+09,5.618e+09,NA,NA,1.1943e+10,4.56e+08,9.9e+07,"FE"
"298","BKR",2022-08-19 16:00:04,"Baker Hughes Company",25.47,25631750144,0.4,62.899998,1.7114482,1011750016,"USD","2022-06-30",2.928e+09,9.65e+08,5.572e+09,4.052e+09,6.82e+08,1.4199e+10,NA,4.531e+09,5.233e+09,3.3753e+10,3.764e+09,3.4e+07,5.577e+09,6.625e+09,2.667e+09,9.375e+09,1.8667e+10,NA,-1.0927e+10,-2.789e+09,-2.789e+09,1.4882e+10,5.092e+09,5.741e+09,4.049e+09,7.73e+08,2.8598e+10,2.04e+08,1.6e+08,"BKR"
"299","TSCO",2022-08-19 16:00:04,"Tractor Supply Company",203.61,22565189632,9.05,22.462982,11.811631,1.11e+08,"USD","2022-06-25",530822000,NA,NA,2485138000,NA,3230396000,NA,4504704000,78574000,7869194000,1280518000,NA,80959000,987411000,146746000,2242178000,5955327000,1414000,5322859000,-4631088000,9148000,1913867000,1858347000,NA,55520000,NA,1220682000,NA,NA,"TSCO"
"300","HIG",2022-08-19 16:03:58,"Hartford Financial Services Gro",70,22235402240,6.07,11.336079,1.6085371,323142016,"USD","2022-06-30",2.58e+08,2.524e+09,4.996e+09,NA,7.175e+09,1.4953e+10,4.3422e+10,9.7e+08,9.358e+09,7.2402e+10,NA,2e+07,7.816e+09,4.355e+09,4.5985e+10,7.836e+09,5.8176e+10,4e+06,1.6388e+10,-5.764e+09,-3.262e+09,1.3892e+10,1.1168e+10,1.911e+09,1.788e+09,1.191e+09,3.264e+09,NA,NA,"HIG"
"301","LH",2022-08-19 16:00:01,"Laboratory Corporation of Ameri",254.85,22537623552,20.92,11.917304,2.1813235,90400000,"USD","2022-06-30",1068800000,NA,3043800000,436300000,NA,5030800000,57700000,2870200000,465500000,20403100000,754700000,1600000,544200000,5415700000,1172500000,2642900000,9982400000,8300000,10897900000,-505500000,-505500000,10400700000,-1578200000,8.114e+09,3864900000,28700000,NA,2e+07,NA,"LH"
"302","URI",2022-08-19 16:00:01,"United Rentals, Inc.",316.2,22163677184,23.66,13.385038,3.672492,69985400,"USD","2022-06-30",6.8e+07,NA,1.744e+09,1.99e+08,NA,2.164e+09,NA,1.443e+09,1.107e+10,2.082e+10,1.065e+09,6e+07,NA,9.631e+09,2.357e+09,2.023e+09,1.4774e+10,1e+06,8.411e+09,-4.936e+09,-2.17e+08,6.046e+09,-9.7e+07,5.61e+09,5.33e+08,NA,2.57e+09,NA,NA,"URI"
"303","PPL",2022-08-19 16:00:01,"PPL Corporation",30.89,22681860096,0.99,31.121212,1.6352636,736185024,"USD","2022-06-30",3.36e+08,NA,1.211e+09,3.32e+08,2.92e+08,2.301e+09,NA,2.991e+10,2.217e+09,3.7062e+10,9.85e+08,5.02e+08,1.128e+09,1.2224e+10,7.239e+09,3.726e+09,2.3189e+10,8e+06,2.649e+09,-1.1e+09,-1.24e+08,1.387e+10,1.1236e+10,2.297e+09,3.37e+08,NA,1.2313e+10,3e+06,1.681e+09,"PPL"
"304","LUV",2022-08-19 16:00:01,"Southwest Airlines Company",37.95,22476099584,1.57,24.127388,2.021237,593350016,"USD","2022-06-30",1.3234e+10,3.197e+09,1.389e+09,7.51e+08,7.55e+08,1.9396e+10,NA,1.6452e+10,1.189e+09,3.8302e+10,1.908e+09,1.662e+09,6.312e+09,8.877e+09,5.374e+09,1.1711e+10,2.7182e+10,8.88e+08,1.6311e+10,-1.0045e+10,8.05e+08,1.112e+10,9.855e+09,9.7e+08,2.95e+08,NA,3.966e+09,NA,NA,"LUV"
"305","MKC",2022-08-19 16:00:01,"McCormick & Company, Incorporat",93.13,24615761920,2.53,36.27668,5.3553505,250472000,"USD","2022-05-31",325800000,NA,493100000,1344600000,7100000,2324700000,NA,1136100000,777200000,12957900000,1126400000,770800000,10700000,3937100000,1272700000,3.133e+09,8342800000,2119200000,2933600000,-454600000,-454600000,4598200000,-4121700000,5300200000,3419700000,NA,NA,16900000,NA,"MKC"
"306","MLM",2022-08-19 16:03:29,"Martin Marietta Materials, Inc.",365.73,22775902208,12.6,28.980158,3.3656237,62374100,"USD","2022-06-30",772100000,NA,1037200000,835200000,115800000,2760300000,NA,6566600000,771800000,14542800000,359700000,NA,246800000,5044300000,1608700000,761400000,7770700000,6e+05,3423100000,-128100000,-128100000,6.77e+09,2325900000,3400500000,1043600000,NA,3474400000,2100000,NA,"MLM"
"307","MPWR",2022-08-19 16:00:04,"Monolithic Power Systems, Inc.",524.94,23939592192,6.96,73.51293,16.821186,46789000,"USD","2022-06-30",342867000,469012000,132581000,359647000,18318000,1332089000,2219000,362236000,82578000,1785693000,77925000,NA,82318000,NA,105607000,254487000,362571000,891888000,545920000,-14686000,-14686000,1423122000,1416551000,6571000,NA,23961000,NA,NA,NA,"MPWR"
"308","GPC",2022-08-19 16:00:02,"Genuine Parts Company",160.37,22607747072,7.72,20.70596,6.203431,141431008,"USD","2022-06-30",519131000,NA,2235453000,4296191000,172393000,8526268000,NA,2304473000,1015984000,16238187000,5409587000,14118000,1870155000,3304223000,1185869000,7293860000,12584624000,141281000,4329115000,-953228000,-953228000,3640556000,-750906000,2538240000,1853222000,NA,123388000,13007000,NA,"GPC"
"309","ABC",2022-08-19 16:00:01,"AmerisourceBergen Corporation",152.55,31509434368,8.71,17.454649,140.89899,207258000,"USD","2022-06-30",3034233000,NA,18752080000,15823360000,1773605000,39744526000,NA,2104765000,2084241000,57173630000,39305668000,1421566000,516100000,4640131000,7828307000,43154310000,56655766000,2925000,2779357000,-8186427000,-1421301000,224299000,-13015799000,8632124000,4607974000,252379000,5628444000,293565000,NA,"ABC"
