"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"3017","WDFC",30.3802692207372,2.87853142194478,1.04612156509341,45.158142,242,7.00257170828645,"WD-40 Company","2022-02-25 16:00:04",2911857664,4.711,14.69808,13687400,"USD","2021-11-30",59519000,95542000,233328000,NA,77508000,95723000,6828000,8052000,840000,421439000,5660000,22532000,NA,81058000,223041000,20000,439385000,-403389000,162382000,-27923000,198398000,95847000,10392000,35303000,NA,8e+05,NA,67875000,112729000,"WDFC"
"3018","WEN",-3.53326394999528,2.07150312511512,0.182802279835282,27.406513,22.8,-6.43031445742723,"Wendy's Company (The)","2022-02-25 16:00:03",5012804096,0.829,9.262128,220634000,"USD","2021-10-03",571502000,157487000,843485000,41356000,1867896000,751805000,1209695000,442710000,NA,5156947000,138238000,486982000,NA,407185000,4614193000,47042000,317956000,-2733796000,2911552000,-48733000,542754000,-1418746000,90168000,26506000,NA,32750000,NA,4257000,2360763000,"WEN"
"3019","WERN",2.39348201637084,2.28974919060846,0.503433143595175,11.411734,43.55,18.2036051016794,"Werner Enterprises, Inc.","2022-02-25 16:00:04",2866474752,3.818,2.1591752,65790100,"USD","2021-12-31",54196000,484967000,617424000,NA,1613243000,74618000,55315000,229324000,NA,2589924000,24975000,534280000,35947000,269647000,1226427000,805000,1667104000,-462263000,121904000,-20604000,1327550000,1197617000,49572000,93987000,NA,5e+06,NA,11140000,422500000,"WERN"
"3020","WETF",-1.96092855818973,3.77110756109475,0.457079625483867,18.580647,7,-2.93738397527982,"WisdomTree Investments, Inc.","2022-02-25 16:00:02",835816384,0.31,3.0363734,145107008,"USD","2021-09-30",127924000,32238000,285635000,14569000,1176000,85856000,601247000,29867000,7636000,1018350000,15961000,230864000,NA,75743000,624913000,1451000,-28835000,853000,287399000,853000,260868000,-426235000,407000,9063000,NA,NA,NA,NA,317979000,"WETF"
"3021","WEYS",1.70741949357335,6.32913568773234,2.07515807115106,15.903308,25,14.6419784234272,"Weyco Group, Inc.","2022-02-25 16:00:03",243759744,1.572,1.2674271,9750390,"USD","2021-09-30",18852000,44635000,136203000,10638000,37066000,12219000,35799000,24493000,1153000,256418000,NA,37013000,NA,21520000,65635000,9750000,140706000,-28025000,68352000,-28025000,190783000,142765000,NA,7100000,NA,NA,751000,52941000,NA,"WEYS"
"3022","WFCF",10.4532273844959,2.21456310679612,1.2686318131257,29.31264,13.37,1.26468123551517,"Where Food Comes From, Inc.","2022-02-25 16:00:02",80772088,0.451,6.0503435,6109840,"USD","2021-09-30",5642000,2328000,9124000,991000,4328000,2946000,2650000,476000,451000,20515000,1820000,NA,NA,4120000,7192000,6000,4853000,-3415000,11879000,NA,13323000,7727000,NA,896000,NA,NA,NA,870000,NA,"WFCF"
"3023","WFRD",-26.4348367567568,2.12860892388451,0.720728726949567,NA,27.87,-1.04975116925257,"Weatherford International plc","2022-02-25 16:00:04",1956177920,-6.429,4.115379,70492896,"USD","2021-09-30",1.291e+09,8.16e+08,3.244e+09,NA,1.139e+09,NA,6.95e+08,7e+07,NA,5.148e+09,5.06e+08,4.11e+08,2.6e+07,1.524e+09,4.501e+09,NA,-2.236e+09,-4.3e+07,2.9e+09,-4.3e+07,6.21e+08,-7.4e+07,4.56e+08,3.5e+08,NA,2.11e+08,NA,6.81e+08,2.386e+09,"WFRD"
"3024","WHF",1.09120005930978,1.65820510817777,0.104617613506168,8.965922,15.51,13.9846038205334,"WhiteHorse Finance, Inc.","2022-02-25 16:00:04",353247648,1.702,0.96852,23148600,"USD","2021-09-30",9579000,24543000,42460000,92485000,NA,NA,NA,594638000,NA,729583000,7433000,496000,NA,25606000,405859000,21000,17731000,NA,305972000,NA,323724000,323724000,7176000,5060000,NA,NA,NA,NA,379757000,"WHF"
"3025","WHLM",4.67893211009174,1.52328293736501,1.16714106043556,4.734042,4.5,0.951071676484389,"Wilhelmina International, Inc.","2022-02-25 16:00:03",22950162,0.94,1.09714,5157340,"USD","2021-09-30",7461000,10085000,17632000,NA,2283000,7547000,8467000,97000,NA,36026000,7741000,1986000,NA,11575000,15107000,65000,-61261000,-6410000,88525000,-39000,20919000,4905000,NA,3304000,NA,NA,NA,NA,NA,"WHLM"
"3026","WHLR",-0.423115814766273,3.63196227844904,0.214378545744609,NA,2.02,-4.70320399351126,"Wheeler Real Estate Investment ","2022-02-25 16:00:02",19370242,-1.17,-0.5990367,9733790,"USD","2021-09-30",36234000,8348000,86270000,NA,400095000,NA,13510000,2603000,NA,502478000,8665000,3667000,1937000,23753000,402419000,97000,-266566000,NA,234199000,NA,-32270000,-45780000,41688000,14862000,1470000,NA,NA,NA,362144000,"WHLR"
"3027","WHLRD",-0.264627828746177,3.63196227844904,0.214378545744609,NA,13.23,-Inf,"Wheeler Real Estate Investment ","2022-02-25 16:00:01",12114662,-1.17,-3.9072845,0,"USD","2021-09-30",36234000,8348000,86270000,NA,400095000,NA,13510000,2603000,NA,502478000,8665000,3667000,1937000,23753000,402419000,97000,-266566000,NA,234199000,NA,-32270000,-45780000,41688000,14862000,1470000,NA,NA,NA,362144000,"WHLRD"
"3028","WHLRL",NA,3.63196227844904,0.214378545744609,NA,30.8,NA,"Wheeler Real Estate Investment ","2022-02-24 14:01:42",NA,-1.17,-8.428658,NA,"USD","2021-09-30",36234000,8348000,86270000,NA,400095000,NA,13510000,2603000,NA,502478000,8665000,3667000,1937000,23753000,402419000,97000,-266566000,NA,234199000,NA,-32270000,-45780000,41688000,14862000,1470000,NA,NA,NA,362144000,"WHLRL"
"3029","WHLRP",-0.140895434687637,3.63196227844904,0.214378545744609,NA,6.48,-Inf,"Wheeler Real Estate Investment ","2022-02-25 16:00:00",6450193,-1.17,-1.92354,0,"USD","2021-09-30",36234000,8348000,86270000,NA,400095000,NA,13510000,2603000,NA,502478000,8665000,3667000,1937000,23753000,402419000,97000,-266566000,NA,234199000,NA,-32270000,-45780000,41688000,14862000,1470000,NA,NA,NA,362144000,"WHLRP"
"3030","WINA",-63.4401336356043,4.11902002058624,0.655401268039762,22.326336,234.26,-3.77582051224292,"Winmark Corporation","2022-02-25 16:00:04",850706816,10.48,-21.765581,3551440,"USD","2021-09-25",37569100,5467700,44419100,NA,5115100,607500,NA,4830100,3256200,54971800,1643900,7608600,NA,10783900,67773900,NA,-12802100,NA,NA,NA,-12802100,-13409600,15000,1988600,NA,4232600,NA,408600,44434500,"WINA"
"3031","WING",-10.0878834759313,1.49727697314067,0.154564331602646,98.64789,140.16,-13.8859657354282,"Wingstop Inc.","2022-02-25 16:00:02",4179763200,1.42,-13.502989,29838400,"USD","2021-09-25",50125000,6052000,88802000,NA,49151000,56877000,43326000,22243000,NA,260399000,29914000,33629000,NA,59309000,574531000,299000,-315326000,-172000,1067000,-172000,-314132000,-414335000,28469000,4382000,NA,NA,NA,NA,469084000,"WING"
"3032","WINT",-6.21294464026539,5.12677425627066,0.761040235525025,NA,1.07,-0.170611520080371,"Windtree Therapeutics, Inc.","2022-02-25 16:00:02",29965032,-2.826,0.5641298,28268900,"USD","2021-09-30",24541000,NA,26367000,NA,3302000,15682000,39320000,154000,NA,84825000,NA,12307000,NA,5143000,34646000,27000,-772251000,-3054000,825457000,NA,50179000,-4823000,NA,582000,NA,NA,NA,NA,1.5e+07,"WINT"
"3033","WINV",-52.7336076784928,26.5313706178295,0.00829117973996845,NA,9.87,-0.187167165217391,"WinVest Acquisition Corp.","2022-02-24 15:46:57",141881248,NA,-52.780746,14375000,"USD","2021-09-30",603204,NA,996704,116150162,NA,NA,NA,375173,NA,117522039,NA,120175000,NA,37567,120212567,288,-2690816,NA,NA,NA,-2690528,-2690528,NA,37567,NA,NA,NA,NA,NA,"WINV"
"3034","WIRE",2.04016584319006,6.09031770045386,4.96451052513056,4.642258,121.3,59.6618154494132,"Encore Wire Corporation","2022-02-25 16:00:03",2462225152,26.22,1.8305688,20228600,"USD","2021-09-30",294860000,536178000,925911000,NA,466868000,NA,NA,602000,NA,1393381000,15932000,34476000,NA,152030000,186506000,271000,1279837000,-144450000,71217000,NA,1206875000,1206875000,NA,67475000,NA,NA,NA,90727000,NA,"WIRE"
"3035","WISA",1.0234913666035,7.57626527050611,7.43356164383562,NA,1.24,1.20176887016265,"Summit Wireless Technologies, I","2022-02-25 16:00:03",19442242,-1.274,1.0232944,15806700,"USD","2021-09-30",16067000,205000,21706000,NA,169000,NA,NA,41000,NA,21916000,715000,34000,NA,2865000,2920000,2000,-209134000,NA,228128000,NA,18996000,18996000,NA,825000,NA,NA,NA,3954000,NA,"WISA"
"3036","WISH",1.76068755609168,2.53861003861004,2.45335820895522,NA,2.25,1.4367417677643,"ContextLogic Inc.","2022-02-25 16:00:03",1459609984,-1.696,1.7381316,5.77e+08,"USD","2021-09-30",1.072e+09,2.7e+07,1.315e+09,7e+06,3.7e+07,NA,NA,6e+06,NA,1.365e+09,2.79e+08,NA,NA,5.18e+08,5.36e+08,NA,-2.487e+09,1e+06,3.315e+09,1e+06,8.29e+08,8.29e+08,6e+06,7e+07,NA,NA,1.43e+08,NA,NA,"WISH"
"3037","WKHS",3.36468782361436,1.86932919352642,1.6355958554292,29.514563,3.04,0.903501352685497,"Workhorse Group, Inc.","2022-02-25 16:00:03",474197440,0.103,2.6666667,155986000,"USD","2021-09-30",230421424,96449,327002769,NA,13859625,NA,NA,NA,NA,340862394,6255711,207040,NA,174930542,199928832,123623,-354271303,-10200000,505281242,-10200000,140933562,140933562,365000,6020838,NA,155508750,NA,61504713,24791250,"WKHS"
"3038","WLDN",-49.0912359107165,1.32892602055088,0.680972039065038,NA,42.12,-0.633921731108992,"Willdan Group, Inc.","2022-02-25 16:00:04",398080832,-0.937,2.2407835,12791800,"USD","2021-10-01",4805000,133981000,142522000,NA,30456000,130124000,55599000,28205000,17655000,386906000,20436000,799000,NA,107246000,209292000,128000,12989000,-145000,164642000,-145000,177614000,-8109000,NA,23585000,NA,13537000,NA,NA,88746000,"WLDN"
"3039","WLFC",0.604845907873131,3.42351662801103,0.180228913693481,NA,35.06,57.7006507592191,"Willis Lease Finance Corporatio","2022-02-25 16:00:03",209960160,-0.757,0.62338126,6016050,"USD","2021-09-30",15092000,238741000,374923000,53153000,30800000,NA,23713000,2018299000,NA,2500888000,NA,154446000,NA,109514000,2080260000,66000,354486000,638000,15653000,638000,370843000,347130000,67534000,47168000,NA,NA,NA,53556000,1814208000,"WLFC"
"3040","WMG",-4.73447302770781,0.601904761904762,0.264619678995115,48.29365,36.5,-28.9436638776542,"Warner Music Group Corp.","2022-02-25 16:00:04",18795857920,0.756,122.92929,137163008,"USD","2021-09-30",4.99e+08,8.39e+08,1.896e+09,6.3e+07,6.32e+08,1.83e+09,2.171e+09,6.19e+08,3.1e+07,7.211e+09,4.5e+08,3.6e+08,1.5e+07,3.15e+09,7.165e+09,1e+06,-1.71e+09,-2.02e+08,1.942e+09,-2.02e+08,3.1e+07,-3.97e+09,3.73e+08,3.02e+08,NA,NA,NA,9.9e+07,3.368e+09,"WMG"
"3041","WMPN",0.910827654444327,0.114002471870769,0.106060581626186,44.642857,12.6,13.7237815247914,"William Penn Bancorporation","2022-02-25 16:00:03",189632496,0.28,0.8351149,15170600,"USD","2021-12-31",60625000,NA,65767000,244109000,20248000,4858000,824000,498163000,3640000,833969000,NA,2788000,NA,576891000,620089000,152000,56277000,-10909000,168360000,-10909000,213880000,208198000,4042000,570796000,NA,NA,1100000,NA,3.4e+07,"WMPN"
"3042","WNEB",1.01751075067821,0.045953791245522,0.0446944944501254,9.186275,10,9.20874804140092,"Western New England Bancorp, In","2022-02-25 16:00:03",212291408,1.02,0.94905293,22656500,"USD","2021-12-31",103456000,NA,103456000,431114000,NA,12487000,2563000,1988805000,NA,2538425000,NA,41146000,NA,2251305000,2314737000,223688000,NA,NA,NA,NA,223688000,208638000,NA,2251305000,NA,NA,NA,NA,22286000,"WNEB"
"3043","WOOF",-4.79410993382802,0.959609825328781,0.232986468824208,34.59725,17.99,-4.28580190802305,"Petco Health and Wellness Compa","2022-02-25 16:00:03",4656312832,0.509,2.0803308,226622000,"USD","2021-10-30",221484000,45478000,989874000,NA,2051651000,2183202000,1025457000,219362000,NA,6469546000,NA,430643000,-16489000,1031538000,4248633000,264000,113172000,-2328000,2126294000,-2328000,2237402000,-971257000,40761000,380174000,NA,20303000,NA,644389000,1643423000,"WOOF"
"3044","WORX",-3.99621518738104,0.358410471613907,0.316981517394061,NA,0.93,-0.227715465091453,"SCWorx Corp.","2022-02-25 16:00:03",10229128,-0.266,1.7333335,11240800,"USD","2021-09-30",401592,331425,1188959,NA,2255,8366467,NA,NA,NA,9557681,850171,NA,NA,3317311,3750878,11061,-23152117,NA,28947819,NA,5806763,-2559704,NA,2342140,NA,NA,NA,362000,433567,"WORX"
"3045","WRAP",2.11827703011993,14.9957557949722,14.3134933000935,NA,2.27,1.07162566191746,"Wrap Technologies, Inc.","2022-02-25 16:00:03",92551760,-0.593,2.03405,40771700,"USD","2021-09-30",9858000,3257000,45932000,NA,961000,NA,1772000,8000,NA,48673000,240000,146000,NA,3063000,3209000,4000,-44530000,11000,89979000,11000,45464000,43692000,NA,1503000,NA,NA,30004000,2284000,NA,"WRAP"
"3046","WRLD",3.36380736068218,12.4842049295153,1.28474532206366,16.012486,200.85,59.4742736243928,"World Acceptance Corporation","2022-02-25 16:00:03",1309632768,12.494,2.973278,6546200,"USD","2021-09-30",16886215,910149795,927036010,NA,114073908,7370791,22306060,69792384,34248014,1140579153,8258170,NA,NA,74256712,721571812,NA,146435164,NA,272572177,NA,419007341,389330490,NA,52672524,NA,NA,NA,NA,570603080,"WRLD"
"3047","WSBC",1.64570991404733,0.0975574370679004,0.0939639491725387,10.4532585,36.89,22.4219351856607,"WesBanco, Inc.","2022-02-25 16:00:02",2299135744,3.53,0.90209025,62307200,"USD","2021-12-31",157046000,NA,1337479000,4031483000,229016000,NA,1151634000,10177513000,NA,16927125000,NA,207522000,NA,13709657000,14233959000,141834000,977765000,-206559000,1635642000,-6800000,2548682000,1397048000,86121000,13565863000,NA,NA,1094312000,NA,316780000,"WSBC"
"3048","WSBCP",NA,0.0975574370679004,0.0939639491725387,7.6430593,26.93,NA,"WesBanco, Inc. - Depositary Sha","2022-02-25 16:00:04",NA,3.53,0.6595771,NA,"USD","2021-12-31",157046000,NA,1337479000,4031483000,229016000,NA,1151634000,10177513000,NA,16927125000,NA,207522000,NA,13709657000,14233959000,141834000,977765000,-206559000,1635642000,-6800000,2548682000,1397048000,86121000,13565863000,NA,NA,1094312000,NA,316780000,"WSBCP"
"3049","WSBF",1.11779261645251,0.595722669140075,0.412070092003466,6.591216,19.49,17.4540431538617,"Waterstone Financial, Inc.","2022-02-25 16:00:03",483750464,2.96,1.0638529,24795000,"USD","2021-12-31",376722000,NA,734756000,203454000,22273000,NA,NA,1255375000,NA,2215858000,NA,72572000,NA,1233386000,1783085000,248000,273398000,-15378000,174505000,-15378000,432773000,432773000,312738000,1233386000,NA,NA,NA,148000,477127000,"WSBF"
"3050","WSC",26.8723670423305,0.881278606230622,0.129491373379466,54.086956,37.28,1.39367880477159,"WillScot Mobile Mini Holdings C","2022-02-25 16:00:02",8357440512,0.69,4.185264,223154000,"USD","2021-09-30",11317000,398350000,477512000,NA,541053000,1178290000,467289000,2980037000,NA,5644181000,164369000,364422000,NA,541840000,3687597000,23000,-1665313000,-33713000,3655587000,-33713000,1956584000,311005000,962000,145320000,6600000,21512000,NA,30943000,2518220000,"WSC"
"3051","WSFS",2.42803640575112,0.115546211188437,0.11053501615679,9.065026,51.59,21.2435038621972,"WSFS Financial Corporation","2022-02-25 16:00:03",3379506176,5.69,1.2663884,65519700,"USD","2021-12-31",1527519000,NA,1529839000,5317964000,NA,NA,547231000,8382293000,NA,15777327000,NA,360772000,-2083000,13240062000,13840311000,1939099000,NA,NA,NA,NA,1939099000,1391868000,NA,13240062000,NA,NA,NA,2320000,239477000,"WSFS"
"3052","WSTG",6.081347281898,1.18068787748604,1.14634944262241,15.750664,30.25,4.8821418310996,"Wayside Technology Group, Inc.","2022-02-25 16:00:04",130213808,1.885,2.576139,4385780,"USD","2021-09-30",29934000,98413000,140163000,NA,2823000,17133000,10922000,695000,104000,171736000,NA,1738000,NA,118713000,122269000,53000,31696000,-14043000,31761000,-356000,49467000,21412000,3950000,110673000,NA,NA,NA,3685000,NA,"WSTG"
"3053","WTBA",1.92785989159033,0.0160637576000065,0.015859479989484,9.962711,32,15.24488365912,"West Bancorporation","2022-02-25 16:00:04",486545568,2.95,1.8689983,16554800,"USD","2021-09-30",32469000,NA,47536000,774941000,33287000,NA,NA,2393936000,10288000,3249700000,NA,NA,NA,2959208000,2997324000,3e+06,229845000,-10005000,29536000,-10005000,252376000,252376000,11772000,2736923000,NA,NA,NA,NA,38116000,"WTBA"
"3054","WTER",6.34834788796751,1.81131793822345,1.79079262161709,NA,0.8526,0.134696457665904,"The Alkaline Water Company Inc.","2022-02-25 16:00:03",93419672,-0.362,11.555405,109250000,"USD","2021-09-30",10419065,10983231,30626644,NA,1197909,NA,NA,NA,NA,31824553,NA,NA,NA,16908486,17102284,104335,-87735319,NA,102346572,NA,14715588,14715588,185517,7984651,NA,NA,NA,6277844,NA,"WTER"
"3055","WTFC",1.69758722324255,0.173990898483947,0.160857408673962,13.0395775,98.85,58.2238086307557,"Wintrust Financial Corporation","2022-02-25 16:00:04",5639226880,7.58,1.3800614,57054100,"USD","2021-09-30",462299000,39057000,6984743000,5369001000,748872000,645792000,163670000,33920193000,NA,47832271000,1348000,855729000,NA,40144301000,43421954000,58794000,2373447000,-108486000,1674062000,1417000,3997817000,3321907000,1044512000,39952558000,NA,NA,5232315000,13845000,2421924000,"WTFC"
"3056","WTFCM",1.12469735967924,0.173990898483947,0.160857408673962,3.4762533,26.35,58.9071025654212,"Wintrust Financial Corporation ","2022-02-25 16:00:02",3736140032,7.58,0.367914,56392300,"USD","2021-09-30",462299000,39057000,6984743000,5369001000,748872000,645792000,163670000,33920193000,NA,47832271000,1348000,855729000,NA,40144301000,43421954000,58794000,2373447000,-108486000,1674062000,1417000,3997817000,3321907000,1044512000,39952558000,NA,NA,5232315000,13845000,2421924000,"WTFCM"
"3057","WTFCP",NA,0.173990898483947,0.160857408673962,3.53562,29.78,NA,"Wintrust Financial Corporation ","2022-02-25 16:00:03",NA,7.58,0.37419713,NA,"USD","2021-09-30",462299000,39057000,6984743000,5369001000,748872000,645792000,163670000,33920193000,NA,47832271000,1348000,855729000,NA,40144301000,43421954000,58794000,2373447000,-108486000,1674062000,1417000,3997817000,3321907000,1044512000,39952558000,NA,NA,5232315000,13845000,2421924000,"WTFCP"
"3058","WTRH",-1.54366853269926,1.61483748724676,0.453490180669139,13.286047,0.5699,-0.370092434762123,"Waitr Holdings Inc.","2022-02-25 16:00:03",82448880,0.043,0.6143011,144318000,"USD","2021-09-30",43502000,3978000,55397000,NA,9105000,130592000,40616000,4244000,NA,239954000,10245000,2786000,NA,34305000,122157000,13000,-361009000,NA,478793000,NA,117797000,-53411000,1091000,6084000,3138000,NA,NA,NA,81671000,"WTRH"
"3059","WULF",48.1884189613982,8.25115487478726,6.58970873786408,NA,11.46,0.238646549686414,"TeraWulf Inc.","2022-02-25 16:00:03",1149727488,NA,24.109015,99976304,"USD","2021-06-30",31721000,NA,33937000,42100000,1980000,NA,NA,807000,NA,78824000,NA,NA,NA,4113000,5150000,50000,-6083000,NA,29892000,NA,23859000,23859000,278000,3793000,NA,NA,NA,NA,NA,"WULF"
"3060","WVFC",0.747696457537544,0.0128911330426134,0.0127430683569194,23.602177,15.19,20.2972741900367,"WVS Financial Corp.","2022-02-25 16:00:02",28578454,0.643,0.69114673,1883110,"USD","2021-12-31",2948000,NA,4044000,266768000,605000,NA,NA,84154000,409000,355571000,NA,3645000,NA,313704000,317349000,38000,47439000,-30866000,21611000,-1747000,38222000,38222000,746000,160012000,NA,5e+06,350000,NA,NA,"WVFC"
"3061","WVVI",1.36935519013197,3.24595853964519,1.4865807909251,34.949814,11.45,6.76354780815102,"Willamette Valley Vineyards, In","2022-02-25 16:00:03",45979984,0.265,1.3692638,4964530,"USD","2021-09-30",13891696,2356460,34593511,NA,41792677,NA,NA,8397571,NA,84783759,3443500,3251099,NA,10657410,23270522,8512489,25065347,NA,NA,NA,33577836,33577836,NA,3784279,8383747,1780853,NA,18154900,5051355,"WVVI"
"3062","WVVIP",1.21505495470286,3.24595853964519,1.4865807909251,20.169811,6.11,6.76354780815102,"Willamette Valley Vineyards, In","2022-02-25 16:00:00",40798916,0.265,0.79021287,4964530,"USD","2021-09-30",13891696,2356460,34593511,NA,41792677,NA,NA,8397571,NA,84783759,3443500,3251099,NA,10657410,23270522,8512489,25065347,NA,NA,NA,33577836,33577836,NA,3784279,8383747,1780853,NA,18154900,5051355,"WVVIP"
"3063","WW",-0.493342285432384,1.2161479487708,0.15358852138638,15.057143,10.76,-21.3644763713743,"WW International, Inc.","2022-02-25 16:00:04",738021312,0.7,-1.4990755,70021000,"USD","2021-10-02",188230000,30309000,300920000,NA,134779000,157529000,847056000,27600000,12169000,1467884000,53082000,170908000,NA,247437000,1959261000,NA,2656970000,-3148347000,NA,-21052000,-491377000,-1495962000,32324000,15115000,NA,29616000,NA,25560000,1458329000,"WW"
"3064","WWAC",-43373.6133415689,0.000367463530977869,0.000367463530977869,NA,9.79,-0.000281565217391304,"Worldwide Webb Acquisition Corp","2022-02-23 15:59:47",280887520,NA,-9770,2.3e+07,"USD","2021-09-30",265,NA,265,NA,NA,NA,NA,714419,NA,714684,531600,NA,NA,721160,721160,575,-31476,NA,24425,NA,-6476,-6476,NA,14955,714419,NA,NA,NA,NA,"WWAC"
"3065","WWD",9.12694431982723,3.99916725141089,0.780676390812819,40.836933,123.03,13.4721977919236,"Woodward, Inc.","2022-02-25 16:00:04",7759353856,3.011,3.4892166,63104700,"USD","2021-09-30",446555000,535122000,1464723000,6988000,969939000,805333000,559289000,284732000,14066000,4091004000,75500000,710889000,NA,366257000,1876223000,106000,2600513000,-647573000,261735000,-57670000,2214781000,850159000,63075000,170909000,154529000,NA,NA,419971000,783832000,"WWD"
"3066","WYNN",-29.9129016919985,2.21972933144307,0.216350345189543,NA,87.74,-2.93418527036608,"Wynn Resorts, Limited","2022-02-25 16:00:02",10151302144,-6.644,-189.15948,115658000,"USD","2021-09-30",2475757000,221933000,2855886000,NA,9237501000,139927000,146197000,228184000,NA,12607695000,520661000,102751000,-539351000,1286592000,13200284000,1314000,-2110895000,-1429416000,3485759000,4119000,-53238000,-339362000,3618000,154663000,NA,5e+07,NA,64043000,11693785000,"WYNN"
"3067","XAIR",6.30235641562924,7.27647569444444,3.82908260373049,NA,8.57,1.35980879207815,"Beyond Air, Inc.","2022-02-25 16:00:03",255655088,-1.212,2.839629,29831400,"USD","2021-09-30",47699000,56000,50295000,NA,3193000,NA,356000,212000,NA,54056000,1000,NA,NA,6912000,13135000,3000,-95897000,-25000,136840000,NA,40921000,40565000,1709000,2241000,NA,NA,NA,NA,4539000,"XAIR"
"3068","XBIO",0.636027052646297,18.3513720524835,18.3513720524835,NA,0.97,1.50591074096206,"Xenetic Biosciences, Inc.","2022-02-25 16:00:03",12823026,-0.581,0.63598937,13388000,"USD","2021-09-30",19702729,4e+05,20580972,NA,NA,NA,NA,704430,NA,21285402,NA,NA,NA,1121495,1121495,13411,-180705585,-5027446,205880753,253734,20161133,20161133,236326,248485,NA,NA,NA,NA,NA,"XBIO"
"3069","XBIT",1.09330452259107,64.8114478114478,46.6685938082805,NA,17,9.01853003194153,"XBiotech Inc.","2022-02-25 16:00:03",299737088,-0.43,1.0932475,30399300,"USD","2021-09-30",238877000,10441000,250237000,NA,28640000,NA,NA,642000,642000,279519000,1206000,1501000,NA,3861000,5362000,260876000,11618000,1663000,NA,1663000,274157000,274157000,544000,1012000,NA,NA,NA,NA,NA,"XBIT"
"3070","XCUR",1.41200843881857,2.91842584167425,1.00359841669665,NA,0.1877,0.128540305010893,"Exicure, Inc.","2022-02-25 16:00:03",19744114,-0.717,1.1415095,108783000,"USD","2021-09-30",51885000,27000,64147000,NA,12288000,NA,NA,1465000,NA,77900000,14015000,17585000,NA,21980000,63917000,9000,-156242000,-1000,170217000,-1000,13983000,13983000,1109000,2485000,NA,NA,8953000,NA,16801000,"XCUR"
"3071","XEL",2.4116743660932,0.778452463566967,0.105960421291267,22.71284,67.23,27.8875592434625,"Xcel Energy Inc.","2022-02-25 16:00:03",36587511808,2.96,2.3427536,544006016,"USD","2021-09-30",6.31e+08,1.678e+09,4.487e+09,3.26e+08,4.5752e+10,NA,NA,6.952e+09,NA,5.7517e+10,1.65e+09,1.4346e+10,NA,5.764e+09,4.2346e+10,1.346e+09,6.508e+09,-1.26e+08,7.443e+09,-1.26e+08,1.5171e+10,1.5171e+10,1.237e+09,1.319e+09,3.101e+09,6.21e+08,NA,5.87e+08,2.0979e+10,"XEL"
"3072","XELA",-0.177958274555064,0.847156505578561,0.209841972679243,NA,0.6899,-3.85596024591104,"Exela Technologies, Inc.","2022-02-25 16:00:03",239308144,-2.074,-0.1556362,348744000,"USD","2021-09-30",146175000,188544000,401592000,NA,134562000,358431000,253476000,32887000,6243000,1180948000,8.8e+07,57038000,NA,474047000,1913783000,26000,-1461819000,17064000,711893000,28013000,-732836000,-1344743000,24814000,59266000,2522000,114346000,NA,16055000,1326579000,"XELA"
"3073","XELB",-1.26293548214953,1.61342443729904,0.408478508629111,NA,1.32,-0.958085363110211,"Xcel Brands, Inc","2022-02-25 16:00:03",23666148,-0.814,0.29149604,19558800,"USD","2021-09-30",3981000,10949000,20071000,NA,10312000,NA,99859000,961000,NA,131203000,NA,9168000,947000,12440000,49136000,20000,-21836000,NA,102936000,NA,81120000,-18739000,NA,5444000,NA,4998000,NA,3430000,20233000,"XELB"
"3074","XENT",-18.3842933419106,2.36002599039143,0.566044240432204,NA,27.41,-1.48659512218447,"Intersect ENT, Inc.","2022-02-25 16:00:03",914508288,-2.68,56.350513,33461700,"USD","2021-09-30",59183000,14402000,119861000,NA,21454000,47035000,18923000,20693000,NA,227966000,23333000,34202000,NA,50788000,211752000,33000,-371556000,-1000,387738000,-1000,16214000,-49744000,NA,10249000,NA,NA,21813000,20057000,111661000,"XENT"
"3075","XERS",-131.763023161317,3.33557730991015,0.930048384322582,NA,2.49,-0.0182145183255373,"Xeris Biopharma Holdings, Inc.","2022-02-25 16:00:04",324268800,-1.514,-64.86487,135112000,"USD","2021-09-30",59492000,13561000,124367000,NA,6682000,NA,NA,211000,NA,131260000,3256000,8723000,NA,37285000,133721000,-2461000,NA,NA,NA,NA,-2461000,-2461000,NA,4290000,NA,NA,33491000,14241000,87713000,"XERS"
"3076","XFIN",-1384.59671459907,NA,NA,NA,9.89,-0.0089195652173913,"ExcelFin Acquisition Corp","2022-02-25 13:21:15",284050016,NA,-240.9756,2.3e+07,"USD","2021-09-30",NA,NA,NA,NA,NA,NA,NA,439296,NA,439296,344446,NA,NA,644446,644446,575,-230150,NA,24425,NA,-205150,-205150,NA,NA,439296,NA,NA,NA,NA,"XFIN"
